chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	54638026	54665746	-	606495	CYB5RL	263	5.02507936E-1	DAVIES_SUCCESS
chr1	54665839	54684056	+	51253	MRPL37	226	8.90864112E-1	DAVIES_SUCCESS
chr1	54691103	54872068	-	23648	SSBP3	621	9.70243342E-1	DAVIES_SUCCESS
chr1	55007929	55100417	+	26027	ACOT11	434	6.86930625E-2	DAVIES_SUCCESS
chr1	55074849	55089200	-	338094	FAM151A	249	3.20977348E-1	DAVIES_SUCCESS
chr1	55107426	55208328	+	100527960	HEATR8-TTC4	564	2.33058904E-1	DAVIES_SUCCESS
chr1	55181494	55208328	+	7268	TTC4	406	2.55574288E-1	DAVIES_SUCCESS
chr1	55222570	55230226	-	25973	PARS2	358	2.04149911E-1	DAVIES_SUCCESS
chr1	55246751	55266941	-	55001	TTC22	412	3.16022743E-1	DAVIES_SUCCESS
chr1	55271735	55307937	+	163747	C1orf177	396	2.20974597E-1	DAVIES_SUCCESS
chr1	55315299	55352921	-	1718	DHCR24	417	1.67847177E-1	DAVIES_SUCCESS
chr1	55446464	55457966	+	199964	TMEM61	387	5.55642632E-1	DAVIES_SUCCESS
chr1	55464616	55474465	+	7809	BSND	396	6.02162695E-1	DAVIES_SUCCESS
chr1	55505148	55530526	+	255738	PCSK9	306	6.51582566E-1	DAVIES_SUCCESS
chr1	55532031	55681039	-	23358	USP24	437	4.52254804E-1	DAVIES_SUCCESS
chr1	55681080	55683128	+	100507634	LOC100507634	191	3.70404624E-1	DAVIES_SUCCESS
chr1	55691313	55691396	+	100616272	MIR4422	221	3.30510285E-1	DAVIES_SUCCESS
chr1	56960418	57045257	-	8613	PPAP2B	419	3.44679871E-1	DAVIES_SUCCESS
chr1	57110989	57181008	+	5563	PRKAA2	455	8.99751014E-1	DAVIES_SUCCESS
chr1	57184476	57285369	-	199920	C1orf168	486	4.51475017E-1	DAVIES_SUCCESS
chr1	57320442	57383894	+	731	C8A	377	4.51400707E-1	DAVIES_SUCCESS
chr1	57394882	57431688	-	732	C8B	326	6.41612614E-1	DAVIES_SUCCESS
chr1	57463578	59012446	-	1600	DAB1	3886	8.64656963E-2	DAVIES_SUCCESS
chr1	58939503	59012446	-	115209	OMA1	556	6.00067894E-1	DAVIES_SUCCESS
chr1	59041094	59043166	-	4070	TACSTD2	424	5.42291703E-1	DAVIES_SUCCESS
chr1	59120410	59165747	-	114803	MYSM1	443	1.16467338E-1	DAVIES_SUCCESS
chr1	59246462	59249785	-	3725	JUN	139	4.51913722E-1	DAVIES_SUCCESS
chr1	59250822	59365384	+	100131060	LOC100131060	317	4.9114691E-1	DAVIES_SUCCESS
chr1	59597607	59612479	-	729467	HSD52	196	8.90805152E-1	DAVIES_SUCCESS
chr1	59762624	60228402	+	55277	FGGY	904	9.20143067E-1	DAVIES_SUCCESS
chr1	60198898	60198968	-	100616409	MIR4711	177	6.39401636E-1	DAVIES_SUCCESS
chr1	60280462	60342050	+	51361	HOOK1	236	2.41744214E-1	DAVIES_SUCCESS
chr1	60358979	60392423	-	1573	CYP2J2	219	1.50864887E-1	DAVIES_SUCCESS
chr1	60454823	60539442	-	127795	C1orf87	362	5.76777225E-1	DAVIES_SUCCESS
chr1	61542945	61928460	+	4774	NFIA	766	3.46059266E-1	DAVIES_SUCCESS
chr1	62119913	62121800	+	414927	MGC34796	292	1.0121942E-2	DAVIES_SUCCESS
chr1	62146718	62191095	-	83941	TM2D1	305	3.40185453E-3	DAVIES_SUCCESS
chr1	62208148	62644347	+	10207	INADL	1322	2.18389407E-1	DAVIES_SUCCESS
chr1	62660473	62678001	+	54596	L1TD1	426	7.62581425E-1	DAVIES_SUCCESS
chr1	62701836	62785083	-	163782	KANK4	603	7.43020058E-1	DAVIES_SUCCESS
chr1	62901974	62917475	+	7398	USP1	166	3.91674132E-1	DAVIES_SUCCESS
chr1	62920396	63154039	-	85440	DOCK7	368	3.68767162E-1	DAVIES_SUCCESS
chr1	63063157	63071976	+	27329	ANGPTL3	99	3.20138962E-1	DAVIES_SUCCESS
chr1	63249776	63330941	+	84938	ATG4C	336	3.70328417E-1	DAVIES_SUCCESS
chr1	63624753	63782901	-	199899	LINC00466	604	2.74158113E-1	DAVIES_SUCCESS
chr1	63788729	63790797	+	27022	FOXD3	197	7.20219073E-2	DAVIES_SUCCESS
chr1	63833260	63904233	+	29929	ALG6	322	4.88019155E-1	DAVIES_SUCCESS
chr1	63906440	63988944	-	23421	ITGB3BP	353	6.3907521E-1	DAVIES_SUCCESS
chr1	63989012	64038364	+	84455	EFCAB7	306	6.33180735E-1	DAVIES_SUCCESS
chr1	64014650	64016307	+	79469	DLEU2L	207	6.50844368E-1	DAVIES_SUCCESS
chr1	64058946	64125916	+	5236	PGM1	437	5.36281206E-1	DAVIES_SUCCESS
chr1	64239689	64647179	+	4919	ROR1	1068	9.63701894E-1	DAVIES_SUCCESS
chr1	64669489	64710027	+	148581	UBE2U	353	6.75863124E-1	DAVIES_SUCCESS
chr1	64936475	65158741	+	57685	CACHD1	496	4.58626963E-1	DAVIES_SUCCESS
chr1	65045529	65045604	+	100616338	MIR4794	160	4.9251754E-1	DAVIES_SUCCESS
chr1	65210777	65298914	+	55225	RAVER2	290	3.80561393E-1	DAVIES_SUCCESS
chr1	65298905	65432619	-	3716	JAK1	358	4.23870028E-1	DAVIES_SUCCESS
chr1	65523437	65523525	-	100500854	MIR3671	191	1.33055758E-1	DAVIES_SUCCESS
chr1	65524116	65524191	-	406893	MIR101-1	194	1.37211047E-1	DAVIES_SUCCESS
chr1	65613231	65697828	+	205	AK4	374	1.92584612E-1	DAVIES_SUCCESS
chr1	65720147	65881552	+	9829	DNAJC6	500	6.07422632E-1	DAVIES_SUCCESS
chr1	65886130	66103176	+	3953	LEPR	792	2.17516097E-1	DAVIES_SUCCESS
chr1	66258192	66840262	+	5142	PDE4B	1233	8.22954305E-1	DAVIES_SUCCESS
chr1	66999824	67210768	+	84251	SGIP1	1029	7.02323988E-1	DAVIES_SUCCESS
chr1	67094122	67094200	+	100422871	MIR3117	354	4.91378498E-1	DAVIES_SUCCESS
chr1	67218139	67244730	+	200132	TCTEX1D1	288	9.6879411E-1	DAVIES_SUCCESS
chr1	67263423	67266942	-	10022	INSL5	223	9.80049624E-1	DAVIES_SUCCESS
chr1	67278571	67390570	-	79819	WDR78	381	9.5305511E-1	DAVIES_SUCCESS
chr1	67390577	67454302	+	57708	MIER1	306	7.15406402E-1	DAVIES_SUCCESS
chr1	67465014	67520080	-	23169	SLC35D1	386	3.59628345E-1	DAVIES_SUCCESS
chr1	67557858	67600654	-	400757	C1orf141	378	2.72860817E-1	DAVIES_SUCCESS
chr1	67604589	67725650	+	149233	IL23R	563	5.85962174E-1	DAVIES_SUCCESS
chr1	67773046	67862583	+	3595	IL12RB2	357	3.59059041E-1	DAVIES_SUCCESS
chr1	67873492	67896123	-	26135	SERBP1	207	2.47009704E-1	DAVIES_SUCCESS
chr1	68150859	68154021	+	1647	GADD45A	208	3.19203895E-1	DAVIES_SUCCESS
chr1	68167148	68299155	-	55970	GNG12	461	3.49636571E-1	DAVIES_SUCCESS
chr1	68297970	68668670	+	100289178	GNG12-AS1	962	4.78064123E-1	DAVIES_SUCCESS
chr1	68511644	68516481	-	9077	DIRAS3	125	2.51557258E-1	DAVIES_SUCCESS
chr1	68564141	68698284	-	79971	WLS	580	9.01726294E-1	DAVIES_SUCCESS
chr1	68649200	68649293	-	100302279	MIR1262	262	5.22385759E-1	DAVIES_SUCCESS
chr1	68894506	68915642	-	6121	RPE65	324	9.19865147E-1	DAVIES_SUCCESS
chr1	68939834	68962799	-	55635	DEPDC1	303	7.15274593E-1	DAVIES_SUCCESS
chr1	70032867	70589171	+	57554	LRRC7	1440	3.8058661E-1	DAVIES_SUCCESS
chr1	70385004	70386000	+	5301	PIN1P1	200	1.83998044E-1	DAVIES_SUCCESS
chr1	70610484	70671361	-	55631	LRRC40	200	4.60172924E-1	DAVIES_SUCCESS
chr1	70671364	70717701	+	9295	SRSF11	147	6.63801393E-1	DAVIES_SUCCESS
chr1	70724684	70820417	-	81573	ANKRD13C	248	7.19571049E-1	DAVIES_SUCCESS
chr1	70820492	70833705	+	11147	HHLA3	174	6.68492246E-1	DAVIES_SUCCESS
chr1	70876900	70905534	+	1491	CTH	285	7.87606254E-1	DAVIES_SUCCESS
chr1	71318035	71513491	-	5733	PTGER3	658	5.1850579E-1	DAVIES_SUCCESS
chr1	71512188	71532865	+	100132618	ZRANB2-AS1	294	3.25312581E-1	DAVIES_SUCCESS
chr1	71528973	71546972	-	9406	ZRANB2	299	2.71611458E-1	DAVIES_SUCCESS
chr1	71533313	71533399	-	406962	MIR186	251	3.1513538E-1	DAVIES_SUCCESS
chr1	71547006	71703406	+	100852410	ZRANB2-AS2	399	1.42138506E-1	DAVIES_SUCCESS
chr1	71868624	72748405	-	257194	NEGR1	1373	9.77694014E-1	DAVIES_SUCCESS
chr1	72259914	72302695	-	100852409	NEGR1-IT1	219	7.45342661E-1	DAVIES_SUCCESS
chr1	74491701	74663871	-	127255	LRRIQ3	398	3.02272415E-1	DAVIES_SUCCESS
chr1	74663895	75010116	+	100526835	FPGT-TNNI3K	541	4.04800288E-1	DAVIES_SUCCESS
chr1	74701070	75010116	+	51086	TNNI3K	515	4.09829959E-1	DAVIES_SUCCESS
chr1	75033794	75139422	-	127254	C1orf173	307	3.43452797E-1	DAVIES_SUCCESS
chr1	75171171	75199092	-	1429	CRYZ	256	6.27942354E-1	DAVIES_SUCCESS
chr1	75198835	75232360	+	127253	TYW3	286	6.03307646E-1	DAVIES_SUCCESS
chr1	75594118	75627218	+	431707	LHX8	244	6.20685266E-1	DAVIES_SUCCESS
chr1	75667815	76143610	-	204962	SLC44A5	1274	9.47470165E-1	DAVIES_SUCCESS
chr1	76190042	76229355	+	34	ACADM	362	7.2177748E-1	DAVIES_SUCCESS
chr1	76251878	76260775	+	5876	RABGGTB	300	7.33187524E-1	DAVIES_SUCCESS
chr1	76252756	76252834	+	692085	SNORD45C	272	7.37828496E-1	DAVIES_SUCCESS
chr1	76253573	76253657	+	26805	SNORD45A	273	7.38139718E-1	DAVIES_SUCCESS
chr1	76255161	76255232	+	26804	SNORD45B	267	7.36911845E-1	DAVIES_SUCCESS
chr1	76262555	76378923	+	4438	MSH4	592	8.04210683E-1	DAVIES_SUCCESS
chr1	76384557	76398116	-	127247	ASB17	289	8.08336446E-1	DAVIES_SUCCESS
chr1	76540388	77096669	+	256435	ST6GALNAC3	1612	3.90034594E-1	DAVIES_SUCCESS
chr1	77333185	77529737	+	81849	ST6GALNAC5	470	6.11524672E-1	DAVIES_SUCCESS
chr1	77554666	77685132	-	10026	PIGK	427	5.13748461E-1	DAVIES_SUCCESS
chr1	77747661	78025654	+	26289	AK5	921	7.63979769E-1	DAVIES_SUCCESS
chr1	78030189	78149104	-	26009	ZZZ3	218	9.89763213E-1	DAVIES_SUCCESS
chr1	78161673	78225564	-	23032	USP33	114	9.24377751E-1	DAVIES_SUCCESS
chr1	78245308	78345225	+	374986	FAM73A	124	8.88168028E-1	DAVIES_SUCCESS
chr1	78354199	78409578	+	91624	NEXN	126	8.77047135E-1	DAVIES_SUCCESS
chr1	78412166	78444777	-	8880	FUBP1	127	9.09132533E-1	DAVIES_SUCCESS
chr1	78444933	78482995	+	11080	DNAJB4	159	9.24476171E-1	DAVIES_SUCCESS
chr1	78511588	78603112	+	54810	GIPC2	388	9.91976603E-1	DAVIES_SUCCESS
chr1	78695282	78835147	+	149047	MGC27382	477	1.07351259E-1	DAVIES_SUCCESS
chr1	78956727	79006386	+	5737	PTGFR	246	1.35980021E-1	DAVIES_SUCCESS
chr1	79086087	79111830	+	10964	IFI44L	207	2.74557022E-1	DAVIES_SUCCESS
chr1	79115476	79129763	+	10561	IFI44	231	4.0585117E-1	DAVIES_SUCCESS
chr1	79355448	79472495	-	64123	ELTD1	643	9.4112384E-2	DAVIES_SUCCESS
chr1	81771844	82458107	+	23266	LPHN2	1896	4.39081623E-2	DAVIES_SUCCESS
chr1	84259597	84379059	-	100847084	MIR548AP	485	2.32132259E-1	DAVIES_SUCCESS
chr1	84335056	84464833	-	79739	TTLL7	343	1.47687383E-1	DAVIES_SUCCESS
chr1	84543744	84704181	+	5567	PRKACB	367	3.19960836E-2	DAVIES_SUCCESS
chr1	84764048	84816481	+	148418	SAMD13	233	4.6270119E-1	DAVIES_SUCCESS
chr1	84830640	84863576	-	391051	UOX	225	8.28596858E-1	DAVIES_SUCCESS
chr1	84864214	84880691	+	58511	DNASE2B	251	8.32272342E-1	DAVIES_SUCCESS
chr1	84944919	84964033	+	80135	RPF1	271	8.54261879E-1	DAVIES_SUCCESS
chr1	84964005	84972262	-	2787	GNG5	236	8.92532448E-1	DAVIES_SUCCESS
chr1	85018803	85040163	-	1486	CTBS	203	7.65908186E-1	DAVIES_SUCCESS
chr1	85093912	85100703	-	439927	C1orf180	198	4.57044466E-1	DAVIES_SUCCESS
chr1	85109389	85156440	-	117178	SSX2IP	253	2.09791598E-1	DAVIES_SUCCESS
chr1	85279085	85358896	-	23566	LPAR3	461	8.12041145E-1	DAVIES_SUCCESS
chr1	85391265	85462796	-	255231	MCOLN2	457	9.73707795E-1	DAVIES_SUCCESS
chr1	85483764	85514223	-	55283	MCOLN3	346	9.49302939E-1	DAVIES_SUCCESS
chr1	85527992	85598821	+	126820	WDR63	435	9.52350016E-1	DAVIES_SUCCESS
chr1	85599476	85599556	+	100616481	MIR4423	289	8.62818176E-1	DAVIES_SUCCESS
chr1	85623355	85666728	-	84144	SYDE2	374	7.75771242E-1	DAVIES_SUCCESS
chr1	85715636	85725355	-	148423	C1orf52	268	4.45465974E-1	DAVIES_SUCCESS
chr1	85731459	85742587	-	8915	BCL10	280	2.77931327E-1	DAVIES_SUCCESS
chr1	85742040	85865646	+	646626	LOC646626	526	7.51243682E-2	DAVIES_SUCCESS
chr1	85784167	86044046	-	23576	DDAH1	756	8.19076037E-2	DAVIES_SUCCESS
chr1	86046443	86049648	+	3491	CYR61	167	3.8596928E-1	DAVIES_SUCCESS
chr1	86115105	86174116	-	54680	ZNHIT6	242	2.3776964E-1	DAVIES_SUCCESS
chr1	86194915	86622446	-	255631	COL24A1	1406	4.43297756E-1	DAVIES_SUCCESS
chr1	86812506	86862025	-	57489	ODF2L	435	3.43105698E-2	DAVIES_SUCCESS
chr1	86889768	86922240	+	9635	CLCA2	444	2.1844306E-2	DAVIES_SUCCESS
chr1	86934394	86965974	+	1179	CLCA1	375	7.31887981E-2	DAVIES_SUCCESS
chr1	87012758	87046432	+	22802	CLCA4	240	9.4915646E-1	DAVIES_SUCCESS
chr1	87099958	87121059	+	9629	CLCA3P	229	6.19553814E-1	DAVIES_SUCCESS
chr1	87170252	87213867	+	51100	SH3GLB1	222	1.46855919E-1	DAVIES_SUCCESS
chr1	87328127	87380107	-	9403	SEP15	235	6.82738178E-2	DAVIES_SUCCESS
chr1	87380334	87575681	+	9653	HS2ST1	437	6.8192825E-2	DAVIES_SUCCESS
chr1	87458689	87634886	+	339524	LOC339524	424	8.16234739E-2	DAVIES_SUCCESS
chr1	87794150	87814607	+	8543	LMO4	253	8.29776217E-1	DAVIES_SUCCESS
chr1	87819209	87837338	-	100505768	LOC100505768	252	7.63179118E-1	DAVIES_SUCCESS
chr1	89149921	89301938	+	5586	PKN2	177	8.72481616E-1	DAVIES_SUCCESS
chr1	89318320	89357301	-	2959	GTF2B	214	9.94694321E-1	DAVIES_SUCCESS
chr1	89401455	89458643	-	56267	CCBL2	334	9.88167342E-1	DAVIES_SUCCESS
chr1	89445138	89458643	-	494115	RBMXL1	178	9.55964953E-1	DAVIES_SUCCESS
chr1	89472359	89488549	-	2635	GBP3	201	9.53431917E-1	DAVIES_SUCCESS
chr1	89517986	89531043	-	2633	GBP1	224	9.21907603E-1	DAVIES_SUCCESS
chr1	89571842	89616258	-	2634	GBP2	215	9.75376229E-1	DAVIES_SUCCESS
chr1	89597433	89641723	-	388646	GBP7	195	9.89712963E-1	DAVIES_SUCCESS
chr1	89646830	89664633	-	115361	GBP4	139	9.77279501E-1	DAVIES_SUCCESS
chr1	89724633	89738544	-	115362	GBP5	155	8.5041869E-1	DAVIES_SUCCESS
chr1	89754940	89756045	-	729930	LOC729930	166	6.95505393E-1	DAVIES_SUCCESS
chr1	89829435	89853719	+	163351	GBP6	375	1.32552936E-1	DAVIES_SUCCESS
chr1	89873237	89890493	+	400759	GBP1P1	337	8.99663518E-2	DAVIES_SUCCESS
chr1	89990396	90063420	+	23507	LRRC8B	351	6.87000619E-1	DAVIES_SUCCESS
chr1	90090407	90098453	-	400761	FLJ27354	207	4.06073253E-1	DAVIES_SUCCESS
chr1	90098643	90185094	+	84230	LRRC8C	274	2.10961677E-1	DAVIES_SUCCESS
chr1	90286572	90401989	+	55144	LRRC8D	272	3.87723872E-1	DAVIES_SUCCESS
chr1	90458823	90460525	-	492303	GEMIN8P4	70	8.19139592E-1	DAVIES_SUCCESS
chr1	90460677	90494094	+	284695	ZNF326	131	6.97096491E-1	DAVIES_SUCCESS
chr1	91177578	91182794	-	343472	BARHL2	212	3.16879953E-1	DAVIES_SUCCESS
chr1	91380856	91487812	-	84146	ZNF644	307	4.21412127E-1	DAVIES_SUCCESS
chr1	91726322	91870426	-	164045	HFM1	462	6.11503485E-1	DAVIES_SUCCESS
chr1	91966403	91991321	+	8317	CDC7	295	6.87754189E-1	DAVIES_SUCCESS
chr1	92145899	92371559	-	7049	TGFBR3	932	2.43187897E-1	DAVIES_SUCCESS
chr1	92414927	92479985	+	676	BRDT	420	5.78773967E-1	DAVIES_SUCCESS
chr1	92495532	92529093	+	253152	EPHX4	232	3.82796075E-1	DAVIES_SUCCESS
chr1	92545861	92613401	+	284697	BTBD8	162	1.41617893E-1	DAVIES_SUCCESS
chr1	92632608	92650280	+	23285	KIAA1107	129	1.37383458E-1	DAVIES_SUCCESS
chr1	92683572	92711367	+	388649	C1orf146	117	1.66658062E-1	DAVIES_SUCCESS
chr1	92711954	92764566	-	11146	GLMN	129	1.61663627E-1	DAVIES_SUCCESS
chr1	92764521	92853732	+	79871	RPAP2	151	1.99944076E-1	DAVIES_SUCCESS
chr1	92940317	92952433	-	2672	GFI1	129	1.09034464E-1	DAVIES_SUCCESS
chr1	92974252	93257961	-	7813	EVI5	653	1.55406943E-1	DAVIES_SUCCESS
chr1	93297593	93307481	+	6125	RPL5	163	3.67774758E-1	DAVIES_SUCCESS
chr1	93298285	93427079	-	388650	FAM69A	341	5.0170313E-1	DAVIES_SUCCESS
chr1	93302845	93302940	+	6083	SNORD21	148	3.80512646E-1	DAVIES_SUCCESS
chr1	93306275	93306408	+	26782	SNORA66	142	3.95480828E-1	DAVIES_SUCCESS
chr1	93544791	93604638	+	22823	MTF2	281	2.72617936E-1	DAVIES_SUCCESS
chr1	93615298	93646246	-	50999	TMED5	184	2.41661561E-1	DAVIES_SUCCESS
chr1	93646280	93744287	+	343099	CCDC18	320	2.05133278E-1	DAVIES_SUCCESS
chr1	93775665	93811368	-	100131564	LOC100131564	237	2.27597758E-1	DAVIES_SUCCESS
chr1	93811477	93828148	+	1810	DR1	211	1.66539489E-1	DAVIES_SUCCESS
chr1	93913687	94020218	+	54874	FNBP1L	223	1.6315002E-1	DAVIES_SUCCESS
chr1	94027342	94312706	-	8412	BCAR3	551	5.45569624E-1	DAVIES_SUCCESS
chr1	94057524	94065587	+	100129046	LOC100129046	137	7.58877138E-1	DAVIES_SUCCESS
chr1	94312387	94312467	+	100126348	MIR760	214	4.3528058E-1	DAVIES_SUCCESS
chr1	94335013	94344762	-	30836	DNTTIP2	241	5.64566919E-1	DAVIES_SUCCESS
chr1	94352589	94375012	-	2730	GCLM	245	6.75376043E-1	DAVIES_SUCCESS
chr1	94458393	94586705	-	24	ABCA4	544	6.79488627E-1	DAVIES_SUCCESS
chr1	94615402	94740624	-	9411	ARHGAP29	352	1.02659986E-1	DAVIES_SUCCESS
chr1	94883932	94984219	+	5825	ABCD3	228	2.14799986E-2	DAVIES_SUCCESS
chr1	94994731	95007413	-	2152	F3	225	4.35312998E-1	DAVIES_SUCCESS
chr1	95285897	95360803	+	126969	SLC44A3	450	7.59411509E-1	DAVIES_SUCCESS
chr1	95362506	95392735	-	1266	CNN3	356	9.83763417E-1	DAVIES_SUCCESS
chr1	95393583	95428826	+	729970	LOC729970	313	9.94805411E-1	DAVIES_SUCCESS
chr1	95448278	95538507	-	199857	ALG14	400	9.19037469E-1	DAVIES_SUCCESS
chr1	95558072	95663161	+	148534	TMEM56	474	9.67579038E-1	DAVIES_SUCCESS
chr1	95583478	95710509	+	100527978	TMEM56-RWDD3	528	9.53865337E-1	DAVIES_SUCCESS
chr1	95699710	95712781	+	25950	RWDD3	216	8.346744E-1	DAVIES_SUCCESS
chr1	95940292	95944912	+	440594	FLJ31662	189	7.69466531E-1	DAVIES_SUCCESS
chr1	97187174	97280605	+	58155	PTBP2	319	6.9326372E-1	DAVIES_SUCCESS
chr1	97543299	98386615	-	1806	DPYD	1509	1.30400654E-1	DAVIES_SUCCESS
chr1	97561478	97788511	+	100873932	DPYD-AS1	606	2.63275627E-1	DAVIES_SUCCESS
chr1	98453555	98515249	-	400765	MIR137HG	254	9.25586267E-1	DAVIES_SUCCESS
chr1	98510798	98510907	-	100616452	MIR2682	163	9.66897409E-1	DAVIES_SUCCESS
chr1	98511625	98511727	-	406928	MIR137	161	9.66093608E-1	DAVIES_SUCCESS
chr1	98676266	98738214	+	729987	LOC729987	321	3.25318934E-1	DAVIES_SUCCESS
chr1	99127235	99226056	+	51375	SNX7	416	1.01109864E-1	DAVIES_SUCCESS
chr1	99355800	99470449	-	163404	LPPR5	583	6.92736767E-1	DAVIES_SUCCESS
chr1	99469831	99614408	+	100129620	LOC100129620	691	9.11806417E-1	DAVIES_SUCCESS
chr1	99729847	99775138	+	9890	LPPR4	244	4.12146933E-1	DAVIES_SUCCESS
chr1	100111430	100160097	+	54873	PALMD	284	6.71702071E-1	DAVIES_SUCCESS
chr1	100174258	100231349	-	391059	FRRS1	343	4.40930697E-1	DAVIES_SUCCESS
chr1	100315639	100389579	+	178	AGL	363	6.49895406E-1	DAVIES_SUCCESS
chr1	100435344	100492534	+	23443	SLC35A3	246	4.65350931E-1	DAVIES_SUCCESS
chr1	100503788	100548929	+	64645	HIAT1	207	4.00992836E-1	DAVIES_SUCCESS
chr1	100549101	100598511	-	163786	SASS6	185	4.43503468E-1	DAVIES_SUCCESS
chr1	100598705	100616054	+	54482	TRMT13	131	4.24534147E-1	DAVIES_SUCCESS
chr1	100614003	100643829	-	127495	LRRC39	150	3.29224668E-1	DAVIES_SUCCESS
chr1	100652477	100715409	-	1629	DBT	233	2.89835635E-1	DAVIES_SUCCESS
chr1	100731713	100758325	+	8634	RTCA	227	3.21708518E-1	DAVIES_SUCCESS
chr1	100746796	100746864	+	693138	MIR553	171	3.51579742E-1	DAVIES_SUCCESS
chr1	100810583	100985833	+	8556	CDC14A	390	1.46905298E-1	DAVIES_SUCCESS
chr1	101003727	101007583	+	54112	GPR88	225	2.65700508E-1	DAVIES_SUCCESS
chr1	101092605	101112560	-	100128787	LOC100128787	320	3.9887508E-2	DAVIES_SUCCESS
chr1	101185195	101204601	+	7412	VCAM1	219	1.93850632E-1	DAVIES_SUCCESS
chr1	101337927	101360735	-	2135	EXTL2	156	4.36022149E-1	DAVIES_SUCCESS
chr1	101361631	101447311	+	148867	SLC30A7	196	4.58014625E-1	DAVIES_SUCCESS
chr1	101455179	101491644	-	51611	DPH5	148	4.32946008E-1	DAVIES_SUCCESS
chr1	101702304	101707076	+	1901	S1PR1	279	8.15240776E-6	DAVIES_SUCCESS
chr1	102268126	102462790	-	118427	OLFM3	709	7.08272544E-1	DAVIES_SUCCESS
chr1	102337566	102360299	+	94236	DNAJA1P5	306	5.80350649E-1	DAVIES_SUCCESS
chr1	103342022	103574052	-	1301	COL11A1	1075	9.37106622E-1	DAVIES_SUCCESS
chr1	104068577	104097859	+	55599	RNPC3	110	3.35200736E-1	DAVIES_SUCCESS
chr1	104078747	104153092	+	280	AMY2B	110	3.14746879E-1	DAVIES_SUCCESS
chr1	104112025	104114008	+	648740	ACTG1P4	76	2.68149056E-1	DAVIES_SUCCESS
chr1	104159998	104168400	+	279	AMY2A	29	2.49373982E-1	DAVIES_SUCCESS
chr1	104198140	104301311	+	276	AMY1A	57	4.38467804E-1	DAVIES_SUCCESS
chr1	104615644	104619693	+	100129138	LOC100129138	194	7.83091693E-1	DAVIES_SUCCESS
chr1	107599266	107601916	+	55170	PRMT6	203	9.07605796E-1	DAVIES_SUCCESS
chr1	107682628	108024475	+	22854	NTNG1	612	9.07236713E-1	DAVIES_SUCCESS
chr1	108113781	108507545	-	10451	VAV3	1166	8.63829394E-1	DAVIES_SUCCESS
chr1	108507064	108537229	+	100873946	VAV3-AS1	310	2.34563621E-1	DAVIES_SUCCESS
chr1	108677343	108742980	-	29957	SLC25A24	461	4.54626716E-1	DAVIES_SUCCESS
chr1	108765962	108786703	-	148545	NBPF4	141	5.58787841E-1	DAVIES_SUCCESS
chr1	108992903	109013260	+	653149	NBPF6	126	6.54551939E-1	DAVIES_SUCCESS
chr1	109102970	109181949	+	284611	FAM102B	236	5.92153052E-1	DAVIES_SUCCESS
chr1	109190909	109204148	-	113802	HENMT1	86	5.95721469E-1	DAVIES_SUCCESS
chr1	109234931	109244422	+	55119	PRPF38B	119	3.84415942E-1	DAVIES_SUCCESS
chr1	109255555	109285367	+	163479	FNDC7	223	3.06876473E-1	DAVIES_SUCCESS
chr1	109289284	109352148	+	6814	STXBP3	435	3.80507394E-1	DAVIES_SUCCESS
chr1	109358519	109506121	-	254268	AKNAD1	670	6.74728684E-1	DAVIES_SUCCESS
chr1	109399838	109401146	+	642864	SPATA42	283	8.05387309E-1	DAVIES_SUCCESS
chr1	109419602	109476957	+	29899	GPSM2	431	8.26371658E-1	DAVIES_SUCCESS
chr1	109472129	109506121	-	23155	CLCC1	305	7.20601774E-1	DAVIES_SUCCESS
chr1	109512837	109584850	-	22911	WDR47	392	4.7593403E-1	DAVIES_SUCCESS
chr1	109606997	109618624	-	6884	TAF13	245	4.45414466E-1	DAVIES_SUCCESS
chr1	109633402	109639554	+	56900	TMEM167B	257	4.6675515E-1	DAVIES_SUCCESS
chr1	109642814	109643234	+	677766	SCARNA2	249	4.87119784E-1	DAVIES_SUCCESS
chr1	109648572	109656479	-	127003	C1orf194	254	4.85945944E-1	DAVIES_SUCCESS
chr1	109656584	109749403	+	57535	KIAA1324	454	6.45045375E-1	DAVIES_SUCCESS
chr1	109756514	109780804	+	6301	SARS	286	5.47009511E-1	DAVIES_SUCCESS
chr1	109792640	109818378	+	1952	CELSR2	218	5.43537105E-1	DAVIES_SUCCESS
chr1	109822175	109825808	-	84722	PSRC1	177	5.70566811E-1	DAVIES_SUCCESS
chr1	109834986	109849663	-	343263	MYBPHL	173	6.33035085E-1	DAVIES_SUCCESS
chr1	109852187	109940563	-	6272	SORT1	233	6.8150885E-1	DAVIES_SUCCESS
chr1	109941652	109969108	-	5686	PSMA5	151	6.64987055E-1	DAVIES_SUCCESS
chr1	110009099	110024764	+	284612	SYPL2	190	5.51824501E-1	DAVIES_SUCCESS
chr1	110026560	110035420	+	127002	ATXN7L2	183	5.29422505E-1	DAVIES_SUCCESS
chr1	110036657	110043063	+	284613	CYB561D1	181	5.36135824E-1	DAVIES_SUCCESS
chr1	110049445	110052336	-	57463	AMIGO1	173	5.60083595E-1	DAVIES_SUCCESS
chr1	110082493	110088455	+	83873	GPR61	146	5.52028749E-1	DAVIES_SUCCESS
