Chromosome	Gene	-log10(pvalue)	Gene_start	Number_of_SNP
chr12	KLRG1	4.003083554441445	9102639	341
chr12	A2M	2.256004473501348	9220259	313
chr12	PZP	2.7983134424919593	9301435	1394
chr12	KLRB1	3.249694529012431	9747146	853
chr12	CLEC2D	2.2449052889212227	9817564	391
chr12	CLECL1	4.673965381678471	9868455	202
chr12	CD69	2.0195634595465166	9905081	310
chr12	KLRF1	1.6087807524869557	9980076	243
chr12	CLEC2B	2.064409611516223	10005582	153
chr12	KLRF2	1.806221668255507	10034087	100
chr12	CLEC2A	2.0141798303108054	10051271	222
chr12	CLEC12A	2.256469069810776	10103914	264
chr12	CLEC1B	1.8920780998137208	10138240	199
chr12	CLEC12B	1.8398947834345594	10163225	80
chr12	CLEC9A	1.9315024489624237	10183275	138
chr12	CLEC1A	2.0910814392727586	10222152	231
chr12	CLEC7A	2.2506471455971093	10269375	180
chr12	OLR1	1.9194673077285582	10310901	156
chr12	TMEM52B	2.021804413168526	10323140	206
chr12	GABARAPL1	1.8376028917963776	10365056	118
chr12	KLRD1	2.430754876036087	10378656	554
chr12	KLRK1	2.495042782628438	10524951	160
chr12	KLRC4-KLRK1	2.404417809603551	10524951	143
chr12	KLRC4	2.4640138395525137	10559982	10
chr12	KLRC3	0.29031545181478297	10564910	1
chr12	NKG2-E	2.46716666555198	10564910	56
chr12	KLRC2	2.2773142613294755	10579452	67
chr12	KLRC1	2.2082370915123914	10594862	225
chr12	EIF2S3L	2.5322143656707814	10658200	501
chr12	MAGOHB	2.5615146116024428	10758611	329
chr12	STYK1	2.9861604175084207	10771537	283
chr12	YBX3	2.80457362675716	10851682	282
chr12	TAS2R7	2.456185161089075	10954130	181
chr12	TAS2R8	0.8600737102421708	10958649	28
chr12	TAS2R9	2.070813100602705	10961692	48
chr12	PRR4	2.1602417314154994	10977558	512
chr12	TAS2R10	0.9182855336991079	10977915	8
chr12	PRH1	0.6419527843166555	11033609	14
chr12	TAS2R13	0.44823781261164847	11060524	7
chr12	PRH2	0.7961705489361806	11081834	19
chr12	TAS2R14	2.140867709586318	11090004	1415
chr12	TAS2R50	1.1352220166601952	11138511	10
chr12	TAS2R20	0.7111473858002522	11149093	19
chr12	TAS2R19	0.7400002049181129	11174217	13
chr12	TAS2R31	1.6360628909943924	11182985	14
chr12	AC018630.1	0.4162946556999106	11187086	1
chr12	TAS2R46	1.955138949208366	11213963	12
chr12	TAS2R43	0.29074021792037325	11243885	5
chr12	TAS2R30	1.722503097998723	11285556	12
chr12	TAS2R42	2.4507342776953815	11338598	279
chr12	PRB3	2.401957298223864	11418856	277
chr12	PRB4	2.2332362895265483	11460016	246
chr12	PRB1	2.435376538931067	11504756	332
chr12	PRB2	2.9153129285536314	11544475	833
chr12	ETV6	3.2340439972158306	11802787	1653
chr12	BCL2L14	2.723021486090725	12202777	933
chr12	LRP6	3.072831430562515	12268958	795
chr12	MANSC1	2.1558199111988463	12482197	383
chr12	LOH12CR2	2.1911896686838435	12508341	23
chr12	LOH12CR1	2.4399127555948783	12510012	583
chr12	DUSP16	2.898730775338444	12628828	487
chr12	CREBL2	2.1987053918729864	12764760	223
chr12	GPR19	1.571018509423332	12813824	193
chr12	CDKN1B	1.3551224140260376	12867991	62
chr12	APOLD1	2.2757880501398136	12878850	405
chr12	DDX47	2.14255411925632	12966249	300
chr12	GPRC5A	2.1042040991337267	13043715	332
chr12	GPRC5D	1.3818566828891523	13093708	149
chr12	HEBP1	1.7296379766994303	13127797	270
chr12	KIAA1467	3.5407719117507206	13197217	462
chr12	GSG1	1.9298660448184228	13236493	51
chr12	EMP1	2.5497247115967245	13349649	616
chr12	C12orf36	2.9386568622799207	13524022	919
chr12	GRIN2B	4.5909448017053265	13693164	3633
chr12	ATF7IP	4.251936850609364	14518609	1838
chr12	PLBD1	2.0961322370229047	14656594	354
chr12	GUCY2C	2.102799166209908	14765575	510
chr12	HIST4H4	1.9964145400273186	14920932	204
chr12	H2AFJ	1.205366283477158	14927269	52
chr12	WBP11	1.0313148947287205	14939409	79
chr12	C12orf60	2.1538460478078294	14956505	281
chr12	SMCO3	1.2252750606689808	14957583	46
chr12	ART4	1.684764590382273	14978502	75
chr12	MGP	2.3561467729220364	15034114	16
chr12	ERP27	2.1802672532098657	15066968	172
chr12	ARHGDIB	1.5448824582027374	15094950	129
chr12	PDE6H	1.9062527160606222	15125955	384
chr12	RERG	3.8687182530146003	15260716	1099
chr12	PTPRO	3.671524576894736	15475330	1239
chr12	EPS8	2.749543401383465	15773091	713
chr12	STRAP	2.1951112553776087	16035324	52
chr12	DERA	3.384619215498843	16064105	756
chr12	SLC15A5	2.898225439930913	16341418	855
chr12	MGST1	3.5120856807526963	16500075	896
chr12	LMO3	3.7590590649882487	16701306	2381
chr12	RERGL	4.061447753988935	18233802	5320
chr12	PIK3C2G	3.2032127343239445	18400547	2078
chr12	PLCZ1	2.4383298722520244	18836102	355
chr12	CAPZA3	1.6308565310360459	18891044	997
chr12	PLEKHA5	3.341991466832428	19282647	2491
chr12	AEBP2	3.9919664836976483	19556978	4643
chr12	PDE3A	3.1150580085625945	20522178	3328
chr12	SLCO1C1	2.372891313673804	20848288	658
chr12	SLCO1B3	2.460438415540973	20963635	247
chr12	LST3	0.5617821088818022	20968607	2
chr12	SLCO1B7	2.7527659083071057	20968672	1579
chr12	RP11-125O5.2	2.202711680026106	21200112	483
chr12	SLCO1B1	2.907191663345506	21284135	707
chr12	SLCO1A2	2.2877140460407075	21417533	846
chr12	IAPP	1.623375601599777	21507892	149
chr12	PYROXD1	2.910455184615835	21590548	351
chr12	RECQL	2.899553632306423	21621844	185
chr12	GOLT1B	1.4847979784015508	21654714	139
chr12	C12orf39	1.0853702290615703	21679240	71
chr12	GYS2	2.264468165657146	21689122	473
chr12	LDHB	2.179774888206325	21788275	386
chr12	KCNJ8	1.3552601678413247	21917888	49
chr12	ABCC9	4.138187896737273	21950334	679
chr12	CMAS	2.297652194192291	22199107	269
chr12	ST8SIA1	3.6606598795544465	22216706	1728
chr12	C2CD5	2.792026514551135	22601516	415
chr12	ETNK1	2.7137434325551073	22778008	2243
chr12	SOX5	3.2933726695477166	23682439	6041
chr12	BCAT1	3.705661656014628	24964294	3032
chr12	AC026310.1	2.4125056751426417	25055242	15
chr12	C12orf77	2.131868319920245	25146357	281
chr12	LRMP	2.343863451381527	25173935	621
chr12	CASC1	4.301912509517177	25261353	538
chr12	LYRM5	1.0689567885654285	25348149	48
chr12	KRAS	2.6060599671737488	25357722	639
chr12	AC087239.1	1.5759485608657537	25381514	62
chr12	IFLTD1	2.694352035623763	25562240	2594
chr12	RASSF8	3.900115723217861	26111961	1707
chr12	BHLHE41	1.94487406092745	26272958	92
chr12	SSPN	2.54313769704257	26274923	1021
chr12	ITPR2	2.7140018696177877	26490341	2845
chr12	ASUN	1.6887506371569463	27058113	304
chr12	FGFR1OP2	2.058980781586589	27091315	124
chr12	TM7SF3	2.9709004331764572	27126127	212
chr12	MED21	2.5776564286449966	27175478	278
chr12	C12orf71	2.749028939845364	27233990	494
chr12	STK38L	2.6910558781897733	27396900	748
chr12	ARNTL2	2.325697465811432	27485786	549
chr12	SMCO2	2.195645178296401	27619742	454
chr12	PPFIBP1	2.4717275096333275	27676363	878
chr12	REP15	1.2090684507341298	27849427	39
chr12	MRPS35	1.5759927299831078	27863705	205
chr12	MANSC4	2.258451333320567	27915670	102
chr12	KLHL42	2.387673982614055	27932952	582
chr12	PTHLH	2.637297041059811	28111016	880
chr12	CCDC91	2.449461023412744	28286181	3822
chr12	FAR2	2.735130253580378	29302035	2779
chr12	ERGIC2	1.6344764493449364	29490284	169
chr12	OVCH1-AS1	1.9828372268280117	29542226	201
chr12	OVCH1	1.9803354732311398	29565406	433
chr12	TMTC1	2.727042738673677	29653772	4428
chr12	IPO8	3.4046724582774575	30781921	3455
chr12	CAPRIN2	2.74362626681916	30862485	771
chr12	TSPAN11	3.1048095817386776	31079361	1066
chr12	DDX11	2.9254175857551554	31226778	753
chr12	FAM60A	3.203372250465896	31433517	631
chr12	AC024940.1	1.2014971364826967	31477249	4
chr12	DENND5B	3.7047100573412535	31535156	1548
chr12	METTL20	2.2971620727666133	31800093	391
chr12	AMN1	1.6154494684362823	31824070	401
chr12	H3F3C	2.1550626786788394	31944122	813
chr12	KIAA1551	4.001580228994411	32112303	1325
chr12	BICD1	2.3549994564598737	32259768	2190
chr12	FGD4	2.8360489036539205	32552462	1641
chr12	DNM1L	2.3595811775027205	32832133	502
chr12	YARS2	2.440620111816697	32880423	261
chr12	PKP2	2.8406734798021334	32943678	2254
chr12	SYT10	4.3380841935941925	33527172	2877
chr12	ALG10	4.1342080981995135	34175215	5143
chr12	ALG10B	3.4327524236225044	38710379	5696
chr12	CPNE8	2.712113210408787	39040623	2772
chr12	KIF21A	3.548330210459351	39687029	1522
chr12	ABCD2	3.4078787825341155	39943834	465
chr12	C12orf40	2.856338925753204	40019968	529
chr12	SLC2A13	3.2437344550775986	40148822	1554
chr12	LRRK2	2.8817683516729726	40590545	1261
chr12	MUC19	3.0440410806653566	40787196	1887
chr12	CNTN1	2.7767922998423007	41086243	2474
chr12	PDZRN4	2.8663780726789185	41582249	3896
chr12	GXYLT1	2.9004229390832914	42475646	1463
chr12	YAF2	3.2132670286655363	42550905	296
chr12	AC020629.1	2.2085037395038016	42624049	13
chr12	PPHLN1	2.145827000241415	42632248	958
chr12	ZCRB1	1.5131573849696947	42705879	47
chr12	PRICKLE1	3.147942306814145	42852139	2723
chr12	ADAMTS20	2.9501581272969433	43747668	3484
chr12	PUS7L	2.3253739744520976	44122409	639
chr12	IRAK4	1.658705976088182	44152746	130
chr12	TWF1	2.64160824135098	44187525	124
chr12	TMEM117	2.8887341249415446	44229769	3070
chr12	NELL2	3.019437181043172	44902057	2127
chr12	DBX2	2.0617996086477337	45408454	756
chr12	ANO6	2.3065465492895267	45609769	1854
chr12	ARID2	2.79836257792935	46123447	946
chr12	SCAF11	3.3552975657033115	46312913	622
chr12	SLC38A1	2.0573794035165687	46576845	1016
chr12	SLC38A2	2.1093738995448557	46751971	982
chr12	SLC38A4	2.900792576421023	47158545	1790
chr12	AMIGO2	2.891306465763013	47469489	646
chr12	PCED1B	2.918562673648151	47473385	2201
chr12	RPAP3	3.246015002640733	48057069	1372
chr12	ENDOU	2.2261243656477174	48103516	118
chr12	RAPGEF3	2.6812315092881467	48128454	147
chr12	SLC48A1	2.565218790638819	48147698	157
chr12	HDAC7	3.470962536391915	48176504	259
chr12	AC004466.1	2.175715973669821	48178705	12
chr12	VDR	2.9607286860474558	48235319	566
chr12	TMEM106C	2.842476747890153	48357351	98
chr12	COL2A1	2.853202426346266	48366747	248
chr12	RP1-228P16.5	1.7602251848334807	48413553	132
chr12	SENP1	2.806096597447253	48436680	324
chr12	PFKM	2.3976209194787574	48498921	199
chr12	ASB8	2.354147579529802	48541570	199
chr12	C12orf68	1.2322365468549292	48577365	60
chr12	DKFZP779L1853	1.8937376897819684	48592169	74
chr12	OR10AD1	2.971022294791222	48596080	454
chr12	H1FNT	2.0102717179935055	48722762	343
chr12	ZNF641	2.8152659933790334	48733790	93
chr12	AC024257.1	3.0593515534233133	48759918	247
chr12	ANP32D	2.933420654815358	48866447	286
chr12	C12orf54	2.556629039228417	48876285	176
chr12	OR8S1	3.1411501267452273	48901136	277
chr12	LALBA	2.3407952187830086	48961466	258
chr12	KANSL2	2.2259022029325766	49047183	304
chr12	CCNT1	2.3286836508380984	49082246	127
chr12	LINC00935	2.0596334522301554	49121217	186
chr12	ADCY6	2.3365440820273884	49159974	120
chr12	CACNB3	2.4122419048040236	49207576	87
chr12	DDX23	1.7392371550638317	49223546	81
chr12	RND1	1.9981970824291762	49250927	120
chr12	RP11-302B13.5	2.847684130782601	49297285	73
chr12	CCDC65	1.6594646730669007	49297892	94
chr12	AC073610.5	1.6029973410574392	49315766	53
chr12	ARF3	1.6048449117745753	49329505	129
chr12	WNT10B	1.3206602432198289	49359122	48
chr12	WNT1	1.407278217501989	49372397	31
chr12	DDN	0.7536146853686128	49388931	37
chr12	PRKAG1	1.4650263378196975	49396056	45
chr12	KMT2D	3.361852322655894	49412757	150
chr12	RHEBL1	2.154630920739063	49458467	42
chr12	DHH	2.2693065296820683	49483203	53
chr12	LMBR1L	1.9367004249926485	49490918	81
chr12	TUBA1B	3.2929154833009084	49521564	148
chr12	TUBA1A	2.4312223374763167	49578578	123
chr12	TUBA1C	4.343717765151361	49582518	382
chr12	PRPH	2.4935233803130616	49687034	176
chr12	TROAP	3.2882214437740087	49717018	123
chr12	C1QL4	3.2102613912761537	49726199	48
chr12	DNAJC22	2.9518651856407585	49740699	85
chr12	SPATS2	3.6618125335342193	49760366	617
chr12	KCNH3	2.2504886175712073	49932939	77
chr12	MCRS1	1.6164413384290133	49950326	52
chr12	PRPF40B	2.256647048590444	49962000	155
chr12	FAM186B	2.0010165693318487	49976667	110
chr12	FMNL3	2.8700653223433465	50031723	248
chr12	TMBIM6	3.6236731079649944	50101507	383
chr12	NCKAP5L	2.606012631956487	50184928	257
chr12	BCDIN3D	2.198186202299773	50231572	81
chr12	FAIM2	3.837791179471481	50260678	376
chr12	AQP2	2.7169250252645285	50344523	123
chr12	AQP5	1.5255491636746836	50355652	16
chr12	AQP6	2.0426719578037975	50360976	31
chr12	RACGAP1	3.364943720792905	50370705	191
chr12	ASIC1	3.43636942912014	50451330	113
chr12	SMARCD1	3.4218526577318578	50478754	47
chr12	GPD1	3.6551461653219617	50497601	30
chr12	COX14	1.7618710624713279	50505761	47
chr12	CERS5	2.010403810604057	50523574	141
chr12	LIMA1	3.6469497603574106	50569570	257
chr12	AC140061.12	1.68044009543105	50690488	51
chr12	FAM186A	2.448971081364709	50720012	269
chr12	LARP4	3.34090279388339	50786165	274
chr12	DIP2B	2.837175811355042	50898767	701
chr12	ATF1	2.3197733005038836	51157492	235
chr12	TMPRSS12	2.9718966384496945	51236702	239
chr12	METTL7A	2.684541878490861	51317254	152
chr12	HIGD1C	2.4988681331022153	51347704	197
chr12	SLC11A2	2.7573914947823006	51373183	242
chr12	LETMD1	2.676494205668682	51441744	122
chr12	CSRNP2	3.2066643962814663	51454989	111
chr12	TFCP2	2.8566541373645755	51487445	401
chr12	POU6F1	2.2494646072189775	51580718	180
chr12	AC139768.1	1.1783653052727707	51619859	40
chr12	DAZAP2	2.0743409210412187	51632075	71
chr12	SMAGP	2.5651677251436786	51638341	118
chr12	BIN2	2.6772247507151343	51674821	274
chr12	CELA1	2.0184205697166555	51722226	109
chr12	GALNT6	2.6246308918158765	51745030	170
chr12	SLC4A8	3.215781528554262	51785100	547
chr12	SCN8A	2.789558407372617	51984049	988
chr12	AC068987.1	2.3951941944083974	52203788	10
chr12	ANKRD33	2.787543376218151	52281743	275
chr12	ACVRL1	4.111605940087681	52300691	205
chr12	ACVR1B	4.158831435787675	52345450	214
chr12	GRASP	4.043151355503589	52400723	68
chr12	NR4A1	3.8928511073082235	52416615	207
chr12	C12orf44	4.011712673572692	52463029	274
chr12	KRT80	4.358161156007836	52562779	532
chr12	KRT7	4.062542793091019	52626303	214
chr12	KRT86	2.477417544602659	52643083	344
chr12	KRT81	1.4576614049486818	52679696	33
chr12	KRT83	3.379860820616748	52708084	215
chr12	AC121757.1	2.250868408250751	52709127	5
chr12	KRT85	2.358095774232111	52753789	187
chr12	KRT84	2.5403060235220294	52771595	166
chr12	KRT82	2.3873252602348853	52787714	177
chr12	KRT75	2.2595607235050577	52817853	153
chr12	KRT6B	1.3308570580472965	52840434	122
chr12	KRT6C	2.6499905213658757	52862299	211
chr12	KRT6A	2.4842731527708097	52880957	193
chr12	KRT5	2.0402242689748653	52908358	153
chr12	AC055736.1	2.2132734156674005	52922914	77
chr12	KRT71	1.5997003767602276	52937692	152
chr12	KRT74	2.3704446410623823	52959565	159
chr12	KRT72	2.4263962884346215	52979372	183
chr12	KRT73	1.9123889271551453	53001353	155
chr12	KRT2	2.6357192329996058	53038341	201
chr12	KRT1	2.9427790668548077	53068519	119
chr12	KRT77	2.9308723328491584	53083409	332
chr12	KRT76	2.9186130817361104	53161938	338
chr12	KRT3	2.396839382254155	53183468	84
chr12	KRT4	1.6621834663379986	53200332	144
chr12	KRT79	2.6008075565108575	53215193	95
chr12	KRT78	2.40860478689055	53231587	278
chr12	KRT8	2.2982352024054262	53290976	516
chr12	KRT18	2.48380320367171	53342654	158
chr12	EIF4B	2.670266612846522	53399941	299
chr12	TENC1	1.7469650401693406	53440752	91
chr12	SPRYD3	2.143457793677843	53458387	78
chr12	IGFBP6	1.8434629630486683	53491219	38
chr12	SOAT2	1.3221303603305976	53497301	220
chr12	CSAD	2.3223939596638306	53551446	157
chr12	ZNF740	0.9558170720620404	53574483	38
chr12	ITGB7	1.5920604124607838	53585101	70
chr12	RARG	2.295532032098911	53604353	107
chr12	MFSD5	2.002201362646644	53645034	82
chr12	ESPL1	1.690295327657102	53662082	146
chr12	PFDN5	0.7791312550264651	53689074	22
chr12	C12orf10	1.6587851514151934	53693469	36
chr12	AAAS	1.26474771616725	53701239	54
chr12	SP7	1.2013051678569704	53720361	126
chr12	SP1	2.027009386658149	53773959	238
chr12	AMHR2	2.1365147560034594	53817638	63
chr12	PRR13	1.6792909504123275	53835388	15
chr12	PCBP2	3.5291163652838446	53835524	92
chr12	MAP3K12	1.7393110168984354	53874273	42
chr12	TARBP2	1.5040825792486778	53894704	15
chr12	NPFF	1.4909575103805925	53900473	5
chr12	ATF7	2.0973195285717887	53901639	415
chr12	ATP5G2	3.6624728543029996	54026509	292
chr12	CALCOCO1	3.5776515019062725	54104902	563
chr12	HOXC13	2.735569438159852	54332534	599
chr12	HOXC12	2.56231759823152	54348617	77
chr12	HOXC11	1.5014840665969762	54366909	55
chr12	HOXC10	1.137148575430121	54378848	15
chr12	RP11-834C11.12	0.826257375041836	54379628	10
chr12	HOXC6	0.8473020216773971	54384407	39
chr12	HOXC9	2.137828653116366	54388678	24
chr12	HOXC8	1.9563823297445753	54402831	9
chr12	HOXC4	2.6528554533849427	54447660	313
chr12	HOXC5	1.7488389139281681	54426636	11
chr12	SMUG1	4.062323664537227	54558528	358
chr12	CBX5	2.1750096936470364	54624723	160
chr12	HNRNPA1	1.6924868473705466	54673976	23
chr12	NFE2	1.692839974963984	54685894	24
chr12	COPZ1	2.669304229752113	54694985	148
chr12	GPR84	0.8473814726843628	54756228	22
chr12	ZNF385A	2.742014408296996	54762916	88
chr12	ITGA5	2.258710489228653	54789044	147
chr12	GTSF1	1.852230953739853	54849733	189
chr12	NCKAP1L	2.1183477724369113	54891494	272
chr12	PDE1B	1.0811862274563222	54943133	113
chr12	PPP1R1A	2.192504209030591	54969170	179
chr12	LACRT	2.443124849498044	55024594	94
chr12	DCD	2.0415412392752383	55038374	500
chr12	MUCL1	2.7774916239603287	55224302	1089
chr12	TESPA1	2.403733973921262	55341801	666
chr12	NEUROD4	2.074075582837016	55413728	369
chr12	OR9K2	3.3091972179856604	55523464	503
chr12	OR10A7	3.339397264277708	55614808	286
chr12	OR6C74	2.029230659417517	55640981	135
chr12	OR6C6	2.716199167729309	55688071	128
chr12	OR6C1	2.1397662366143457	55714345	85
chr12	OR6C3	2.0609222548542205	55725484	130
chr12	OR6C75	2.1112652115047665	55758894	177
chr12	OR6C65	1.5521073917336052	55794213	131
chr12	OR6C76	1.4788514514947704	55820037	113
chr12	OR6C2	1.9295779065899445	55845997	130
chr12	OR6C70	1.3078839796438206	55862983	132
chr12	OR6C68	2.0817153502213506	55886146	293
chr12	OR6C4	2.4722644379548226	55944982	184
chr12	OR2AP1	2.6051649783596997	55968198	310
chr12	OR10P1	2.434265490319229	56030643	233
chr12	METTL7B	3.2429624880200305	56075329	118
chr12	ITGA7	2.103102476205358	56078351	143
chr12	RP11-644F5.10	2.0323378492930915	56109819	13
chr12	RDH5	2.0061979698735106	56114150	20
chr12	CD63	2.017823326781867	56119106	40
chr12	GDF11	2.020484858744768	56137063	42
chr12	SARNP	1.2371242108570863	56146246	11
chr12	RP11-762I7.5	2.1990919291227664	56151058	158
chr12	ORMDL2	0.4662406479006851	56211702	4
chr12	DNAJC14	2.060993717375475	56214743	45
chr12	MMP19	2.0545895216450973	56229216	94
chr12	WIBG	1.712570041953613	56295196	134
chr12	DGKA	1.7225374851232849	56321102	64
chr12	PMEL	1.735425355558404	56347888	52
chr12	CDK2	1.7037671259159601	56360552	14
chr12	RAB5B	1.7131238103428545	56367696	77
chr12	SUOX	0.8294097536147909	56390963	33
chr12	IKZF4	1.4025275019143204	56401442	70
chr12	RPS26	2.9872260266698314	56435636	68
chr12	ERBB3	3.3838260236977877	56473640	123
chr12	RP11-603J24.9	0.9856264910296303	56495114	7
chr12	PA2G4	0.9913104238713537	56498102	28
chr12	RPL41	0.9917405850087248	56510369	13
chr12	ESYT1	3.128852811614743	56512033	123
chr12	MYL6B	1.2523823588989833	56546039	18
chr12	MYL6	1.2755045803918	56551944	18
chr12	SMARCC2	1.3702062304413587	56556766	84
chr12	RNF41	1.105709419627126	56598284	57
chr12	NABP2	0.6720773597199258	56615798	22
chr12	SLC39A5	2.3181638249592256	56623832	34
chr12	ANKRD52	1.6533595473443037	56631590	72
chr12	COQ10A	0.8963536110520921	56660641	31
chr12	CS	2.4981454881151754	56665482	45
chr12	RP11-977G19.10	2.7021344832832437	56679699	80
chr12	CNPY2	0.9992926763068277	56703625	19
chr12	PAN2	2.601377816451492	56710006	61
chr12	IL23A	1.4636145521812258	56732662	8
chr12	STAT2	2.787876345503916	56735380	63
chr12	APOF	3.1802027998720126	56754352	89
chr12	TIMELESS	1.3760006486494603	56810902	231
chr12	MIP	1.1107229549126214	56843285	64
chr12	SPRYD4	0.7924518000142929	56862300	10
chr12	GLS2	1.469781085652055	56864735	110
chr12	RBMS2	2.5630998379974868	56915712	322
chr12	BAZ2A	2.3689897270395774	56989379	134
chr12	ATP5B	1.839726600073515	57031958	62
chr12	PTGES3	2.407604484376362	57057126	193
chr12	NACA	2.712330369407714	57106211	140
chr12	PRIM1	0.7982834180166521	57125379	52
chr12	HSD17B6	1.9060602724522293	57145944	411
chr12	SDR9C7	2.2444994083373784	57316937	428
chr12	RDH16	1.2027657078664291	57345218	145
chr12	GPR182	1.07948588015554	57388229	67
chr12	HBCBP	1.056105009876118	57390744	16
chr12	ZBTB39	1.6807231726015748	57392617	38
chr12	TAC3	1.5485897066387222	57403783	51
chr12	MYO1A	1.6092220441264617	57422300	109
chr12	TMEM194A	2.261819784955675	57449425	115
chr12	NAB2	2.222726186423809	57482676	32
chr12	STAT6	1.7696021750959192	57489190	128
chr12	LRP1	2.5693300524298497	57522275	279
chr12	NXPH4	2.1922275954399177	57610577	56
chr12	SHMT2	1.240092037971054	57623109	34
chr12	NDUFA4L2	0.8262486421400765	57628685	17
chr12	STAC3	0.6457858825761834	57637235	29
chr12	R3HDM2	2.860080003726628	57643391	479
chr12	AC126614.1	0.27572331097643316	57810197	1
chr12	INHBC	2.3113177227433743	57828542	60
chr12	INHBE	1.1545261476981246	57846105	33
chr12	GLI1	2.1451797907594403	57853917	57
chr12	ARHGAP9	2.436222366637834	57866037	15
chr12	MARS	1.873229153369181	57869227	155
chr12	DDIT3	0.5302354030201061	57910370	8
chr12	MBD6	0.9303393016945579	57914492	39
chr12	DCTN2	2.3679022378070105	57923884	53
chr12	KIF5A	1.3244810297248277	57943780	106
chr12	PIP4K2C	1.4132225924657535	57984956	51
chr12	DTX3	1.2284779254123868	57998404	23
chr12	ARHGEF25	1.9997134601896833	58003962	52
chr12	SLC26A10	0.5149916286024646	58013309	26
chr12	B4GALNT1	2.0089445735194005	58017192	210
chr12	OS9	2.104481875489683	58087737	250
chr12	AGAP2	1.8419361880441252	58118979	46
chr12	AGAP2-AS1	0.5588423712144103	58120053	6
chr12	TSPAN31	0.8290785409829986	58131795	29
chr12	CDK4	1.1417004662298529	58141509	30
chr12	MARCH9	0.8449738495508223	58148880	13
chr12	CYP27B1	0.49016062105498515	58156116	19
chr12	METTL1	0.7046638521725164	58162253	7
chr12	METTL21B	0.36954771566664657	58165274	7
chr12	RP11-571M6.15	0.7024933573427046	58166810	32
chr12	TSFM	1.8072486097808038	58176371	53
chr12	AVIL	1.7296216645131657	58191158	79
chr12	CTDSP2	1.2980919651532115	58213709	218
chr12	XRCC6BP1	4.258378891851203	58335323	1499
chr12	RP11-362K2.2	2.8156067167323173	58937906	2735
chr12	LRIG3	2.5797685702876905	59265930	1566
chr12	RP11-272B17.2	2.9059203670061695	59917058	1581
chr12	SLC16A7	2.8856492701497247	59989847	5453
chr12	FAM19A2	3.028642960631153	62102039	7538
chr12	USP15	2.3637749664474645	62654118	779
chr12	MON2	2.1307794312164434	62860596	661
chr12	C12orf61	2.5202678136258423	62995530	88
chr12	PPM1H	2.116759438271062	63037761	2084
chr12	AVPR1A	2.5078964366948555	63539013	1632
chr12	DPY19L2	2.3887856136732926	63952692	2213
chr12	TMEM5	3.17011626847339	64173582	588
chr12	SRGAP1	3.5899959082720354	64238072	1179
chr12	C12orf66	2.230357598850957	64580095	226
chr12	C12orf56	3.636015927140439	64660216	625
chr12	XPOT	3.652367547790662	64798129	176
chr12	TBK1	2.2991483710807445	64845659	474
chr12	RASSF3	3.752061085972748	65004292	664
chr12	GNS	1.8231421643031178	65107224	229
chr12	TBC1D30	2.8078257639160085	65174588	692
chr12	WIF1	2.4506153642766373	65444405	640
chr12	LEMD3	1.8013154269228568	65563350	354
chr12	MSRB3	3.623727885951248	65672422	1256
chr12	HMGA2	3.2467264957952136	66217910	1221
chr12	RP11-366L20.2	1.499055834219926	66245119	108
chr12	AC090673.2	3.8754175309565335	66291517	79
chr12	LLPH	2.653774202462763	66516841	300
chr12	TMBIM4	1.6860126273915865	66517708	223
chr12	IRAK3	2.6183074479418362	66582658	385
chr12	HELB	2.200545032470684	66696324	282
chr12	GRIP1	3.4806262191646873	66741210	3366
chr12	CAND1	3.5613943706539777	67663060	2066
chr12	DYRK2	3.259418639072965	68042117	1783
chr12	IFNG	3.167240163132678	68548547	1391
chr12	IL26	1.9807632043593322	68595130	292
chr12	IL22	2.990396150694975	68642021	176
chr12	MDM1	2.1062521045261957	68666222	908
chr12	RAP1B	3.4958840582669106	69004618	917
chr12	NUP107	2.619723619001433	69080513	280
chr12	SLC35E3	2.6487372292242646	69139885	195
chr12	AC124890.1	1.2138898483152638	69186124	39
chr12	MDM2	2.4567367661165864	69201955	181
chr12	CPM	2.7483228529394506	69235976	1367
chr12	CPSF6	4.459651752078201	69633316	1231
chr12	LYZ	4.376856193928463	69742120	234
chr12	YEATS4	3.145125799045697	69753482	453
chr12	FRS2	1.9876437169421148	69864128	657
chr12	CCT2	1.5661150093265623	69979113	134
chr12	LRRC10	1.4524849646790432	70002350	103
chr12	BEST3	3.1402644330844938	70037139	571
chr12	RAB3IP	2.829576921366594	70132460	329
chr12	AC025263.3	1.8974016641112703	70195448	128
chr12	MYRFL	3.09540940672377	70219083	1609
chr12	CNOT2	1.9877914813890858	70636773	1268
chr12	KCNMB4	1.9163075074281497	70760055	648
chr12	PTPRB	2.1680138324876936	70910629	937
chr12	PTPRR	2.808138360614486	71031852	1733
chr12	CTD-2021H9.3	2.7357277479250057	71441181	599
chr12	TSPAN8	3.836266306273031	71518864	1480
chr12	LGR5	2.0222443952440305	71833549	839
chr12	ZFC3H1	1.8030835746218787	72003251	237
chr12	THAP2	1.1470310904137389	72056788	38
chr12	RP11-293I14.2	0.8152035564165676	72067983	28
chr12	TMEM19	1.5321921796792444	72079866	194
chr12	RAB21	2.165825445072171	72148653	392
chr12	TBC1D15	3.2233925117168662	72233486	441
chr12	TPH2	2.9969403412069013	72332625	646
chr12	TRHDE	3.385041649726334	72481045	6617
