Chromosome	Gene	Score	Gene_start	Number_of_SNP
chr10	ABCC2	-0.00010274122288821446	101542488	426
chr10	DNMBP	0.0001468927120822285	101635333	767
chr10	CPN1	0.00021637678225753504	101801949	398
chr10	ERLIN1	-0.00013806625761454813	101909850	248
chr10	CHUK	0.0003024564130852639	101948054	152
chr10	CWF19L1	0.00012223984097522233	101992054	167
chr10	BLOC1S2	-0.0001099999216483068	102033712	69
chr10	PKD2L1	0.00013428854968551484	102047902	222
chr10	SCD	-0.00013098495335209364	102106880	321
chr10	WNT8B	-0.0001320974491904834	102222797	251
chr10	SEC31B	-0.0003940186727583794	102246398	72
chr10	NDUFB8	-0.0004524415860850624	102265384	69
chr10	HIF1AN	-0.00020358480793332827	102288828	438
chr10	PAX2	2.6959294974503604e-05	102495359	866
chr10	FAM178A	2.5611992792136128e-05	102672325	273
chr10	MRPL43	0.00026002979733456816	102729214	12
chr10	SEMA4G	-0.0006563747683937168	102729274	68
chr10	C10orf2	1.040451063436343e-05	102747123	36
chr10	LZTS2	0.0002154798206334664	102756374	49
chr10	PDZD7	7.505733117574917e-05	102767439	111
chr10	SFXN3	0.00025290222169735107	102790990	63
chr10	KAZALD1	-0.00011160300492849425	102821597	101
chr10	TLX1NB	-8.299493291795757e-05	102849077	213
chr10	HUG1	0.00030746326182317865	102882535	8
chr10	TLX1	0.00017418394089677982	102889256	268
chr10	LBX1	0.0009675992722952586	102986732	489
chr10	BTRC	0.0005463465557106175	103113819	994
chr10	DPCD	0.0002034786347120074	103330316	126
chr10	POLL	0.00048275639295256825	103338638	35
chr10	FBXW4	3.655915174427935e-05	103370422	297
chr10	FGF8	-3.687927329271803e-05	103529898	81
chr10	NPM3	0.00022955906543850623	103541081	14
chr10	MGEA5	0.0004343350346590718	103544199	92
chr10	KCNIP2	-2.9422140984624363e-05	103585730	65
chr10	C10orf76	0.00021445087073289232	103605355	589
chr10	HPS6	0.0007139050868887728	103825146	102
chr10	LDB1	0.0005598860300372454	103867316	124
chr10	PPRC1	0.000717902864725689	103892786	109
chr10	NOLC1	0.0005646414438218437	103911932	130
chr10	ELOVL3	0.00040065178227305425	103986084	75
chr10	PITX3	0.000846562328459907	103989942	36
chr10	GBF1	0.0002083968302382322	104005288	390
chr10	NFKB2	-0.0003631871961786346	104153866	53
chr10	PSD	-0.0008181816368437807	104162375	53
chr10	FBXL15	0.00018493609672902956	104178945	13
chr10	CUEDC2	-0.00043024964390721407	104183001	69
chr10	C10orf95	-0.00012283281886880788	104209593	62
chr10	TMEM180	0.0008527814698982905	104221148	119
chr10	ACTR1A	0.0011768435675913516	104238985	110
chr10	SUFU	0.0005460889099459354	104263743	491
chr10	TRIM8	-5.0280708543570156e-05	104404252	96
chr10	ARL3	4.637493037461122e-05	104433487	142
chr10	SFXN2	0.0001731504869406553	104474294	99
chr10	WBP1L	0.00036440290799505154	104503726	338
chr10	CYP17A1	-9.824484469497592e-05	104590287	79
chr10	C10orf32	7.765487299194074e-05	104613979	33
chr10	C10orf32-ASMT	-3.411770942373182e-05	104614028	50
chr10	AS3MT	-2.749136534507997e-05	104629272	193
chr10	CNNM2	-0.00012176945143151908	104678049	686
chr10	NT5C2	2.883881706990512e-05	104845939	499
chr10	RP11-332O19.5	-0.00010147677791679923	105005643	145
chr10	INA	0.00015221593472958457	105036919	152
chr10	PCGF6	0.0001903811838085109	105062552	189
chr10	TAF5	0.00024122849573237997	105127723	86
chr10	USMG5	0.0003431950598084381	105148797	23
chr10	PDCD11	-1.569101662569117e-05	105156404	172
chr10	CALHM2	-7.293461534179355e-05	105206542	20
chr10	CALHM1	0.00010967290070102722	105213143	63
chr10	CALHM3	0.0003842497259282447	105232560	89
chr10	NEURL	0.00019255604892032488	105253735	402
chr10	SH3PXD2A	0.0001308588116995385	105348284	1073
chr10	OBFC1	-0.0003233700356219258	105642299	291
chr10	SLK	-0.0003088734279057911	105726958	406
chr10	COL17A1	7.840571526499816e-05	105791043	280
chr10	SFR1	1.9158223123813945e-05	105881815	90
chr10	WDR96	-5.2707214857755355e-05	105889645	436
chr10	GSTO1	-0.00021119335095657276	105995113	113
chr10	GSTO2	8.389777359024716e-05	106028630	143
chr10	ITPRIP	-0.0003272547237979967	106071893	163
chr10	CCDC147	0.0003205021538263786	106113521	967
chr10	SORCS3	0.00015067445043464323	106400858	6197
chr10	SORCS1	0.00010303499306815489	108333420	13485
chr10	XPNPEP1	0.00033788780590789027	111624523	6638
chr10	RP11-451M19.3	5.82000664573678e-05	111701028	142
chr10	ADD3	-2.3299814075185554e-06	111756125	747
chr10	MXI1	3.6836290911429716e-05	111967362	510
chr10	SMNDC1	3.487289491883395e-05	112050487	564
chr10	DUSP5	0.00013980787940016473	112257595	678
chr10	SMC3	-7.510955065628708e-05	112327448	498
chr10	RBM20	-8.751053796149952e-05	112404154	1127
chr10	PDCD4	0.0003617019976271542	112631564	141
chr10	BBIP1	0.0002951978595922418	112658487	76
chr10	SHOC2	-0.000291972529242765	112679300	444
chr10	ADRA2A	-0.00011417188378361949	112836789	3164
chr10	GPAM	-0.00010672438069218123	113909623	2567
chr10	TECTB	-1.2150624045676881e-05	114043492	442
chr10	ACSL5	3.9415479088857305e-05	114133775	402
chr10	ZDHHC6	0.00021168871229419557	114190057	62
chr10	VTI1A	0.0001398010136983185	114206755	1606
chr10	TCF7L2	3.888469071760325e-05	114710008	1719
chr10	HABP2	-1.7389711008865682e-06	115310595	1034
chr10	NRAP	0.00030971116298855056	115348474	467
chr10	CASP7	0.0003465925373088517	115438941	321
chr10	PLEKHS1	0.00014498947515870128	115511212	350
chr10	DCLRE1A	-0.00014534928474698846	115594487	145
chr10	NHLRC2	0.000681160339007931	115614419	383
chr10	AL162407.1	0.004273272606745099	115674529	11
chr10	ADRB1	8.012941679369445e-05	115803805	520
chr10	C10orf118	-0.0003011685303554773	115880620	344
chr10	TDRD1	-0.00015050093375014906	115939028	247
chr10	VWA2	-0.00017309384454229743	115999017	234
chr10	AFAP1L2	-0.0006105885460435649	116054582	494
chr10	ABLIM1	-0.00016581818011079732	116190871	1440
chr10	FAM160B1	-9.481993106426708e-05	116581502	640
chr10	TRUB1	7.960271305250508e-06	116697951	430
chr10	ATRNL1	0.00013991183202851997	116853123	3514
chr10	GFRA1	9.54173293181161e-05	117816443	1161
chr10	CCDC172	1.427640930820592e-05	118083939	396
chr10	PNLIPRP3	0.00015949842872095926	118187378	597
chr10	PNLIP	0.000268080570880846	118305442	255
chr10	PNLIPRP1	1.9200914339347734e-05	118349896	322
chr10	C10orf82	-4.504985664134763e-05	118423206	160
chr10	HSPA12A	0.00010551185391031973	118430702	614
chr10	ENO4	3.0400562473366258e-05	118609022	250
chr10	KIAA1598	-1.599609107283044e-05	118643741	663
chr10	VAX1	-1.718893299941368e-05	118888031	109
chr10	KCNK18	-8.705168927702827e-05	118956999	205
chr10	SLC18A2	-4.960100423114127e-05	119000603	220
chr10	PDZD8	-2.7717083252850668e-05	119039999	729
chr10	EMX2	-7.265939726705601e-05	119301954	1355
chr10	RAB11FIP2	6.148842487221465e-05	119764426	1598
chr10	FAM204A	0.00012847820196360305	120065400	1313
chr10	PRLHR	-0.0001125447552059568	120352915	891
chr10	CACUL1	-0.00017383869859299676	120433678	1292
chr10	NANOS1	-0.0003429108912931907	120789227	676
chr10	EIF3A	0.00011135483878522146	120794355	205
chr10	FAM45A	-0.00016882418099369595	120863597	238
chr10	SFXN4	3.5515032017368386e-05	120900278	143
chr10	PRDX3	0.0004498941425027166	120927214	125
chr10	GRK5	1.0690509940841348e-05	120967100	1472
chr10	RGS10	0.0015865653479780143	121259339	435
chr10	TIAL1	0.000503680918638392	121334198	356
chr10	BAG3	7.632171474837284e-06	121410881	404
chr10	INPP5F	-0.00021237238719013142	121485608	491
chr10	MCMBP	-4.276423757685267e-05	121588971	332
chr10	SEC23IP	3.4603384610991425e-05	121652222	1322
chr10	PPAPDC1A	-0.00042265524179413715	122216465	1674
chr10	C10orf85	1.6868109274881046e-05	122357720	608
chr10	WDR11	-0.0002418912512759483	122610686	2567
chr10	FGFR2	4.483693481081011e-05	123237847	2024
chr10	ATE1	-2.7784079714237497e-05	123499938	1575
chr10	NSMCE4A	-0.00011632420501614892	123716602	212
chr10	TACC2	0.00022160961191307953	123748688	1607
chr10	BTBD16	-0.00013265688981667475	124030820	525
chr10	PLEKHA1	0.00012879649868278293	124134211	427
chr10	ARMS2	-0.00011529399618473203	124214168	81
chr10	HTRA1	-0.0004081940451606807	124221040	443
chr10	DMBT1	7.492283002520419e-05	124320180	729
chr10	C10orf120	5.3718072969642186e-05	124457224	407
chr10	CUZD1	0.00031369526294347083	124591664	375
chr10	FAM24B	-0.00047704797019775734	124608593	140
chr10	FAM24A	-0.0015185684695558468	124670216	90
chr10	C10orf88	-0.00042092633070454444	124690418	109
chr10	PSTK	-0.0002761683129575712	124713896	147
chr10	IKZF5	0.0002771089374273015	124750321	71
chr10	ACADSB	-0.00010151581336681256	124768494	436
chr10	HMX3	-0.0003744060832041929	124895477	224
chr10	HMX2	-0.0026584822422242803	124907637	20
chr10	BUB3	0.0002470805827458964	124913792	1244
chr10	GPR26	0.0003010565621751414	125425870	1787
chr10	CPXM2	-4.3722794106934634e-05	125465722	1743
chr10	CHST15	-4.851812105420845e-05	125767183	847
chr10	OAT	1.0065936052315118e-05	126085871	668
chr10	NKX1-2	0.0002297037853846943	126135591	69
chr10	LHPP	4.429846057885226e-05	126150402	1069
chr10	RP11-12J10.3	-0.0001282602294579022	126305648	25
chr10	FAM53B	3.548994088987269e-05	126307860	424
chr10	METTL10	0.00013428684102027966	126436717	151
chr10	FAM175B	0.00046391030345213717	126490353	343
chr10	ZRANB1	0.00021267674829776072	126630691	411
chr10	CTBP2	3.853447530989729e-05	126676420	2003
chr10	TEX36	-4.7775176521118736e-05	127265090	1660
chr10	C10orf137	-0.0006557760991394276	127408083	145
chr10	MMP21	-0.0007755067339757865	127455021	56
chr10	UROS	-0.0005022715707745455	127477145	151
chr10	BCCIP	-0.0007586651255967391	127512114	49
chr10	DHX32	-0.0002651698670542657	127524905	140
chr10	FANK1	-0.0001946264001408616	127585107	485
chr10	ADAM12	-5.314836443442579e-05	127700949	2037
chr10	C10orf90	-0.0003024358251845427	128113565	1692
chr10	DOCK1	-2.6388658709988456e-05	128593977	3619
chr10	FAM196A	0.00013830254333344654	128933693	300
chr10	NPS	9.143240221260278e-05	129347612	927
chr10	FOXI2	-7.082460902407427e-05	129535498	1221
chr10	CLRN3	-5.74306537217832e-05	129676104	685
chr10	PTPRE	-4.782296464816113e-05	129705324	1145
chr10	MKI67	-5.319953732493388e-05	129894922	3921
chr10	MGMT	5.604389138503517e-05	131265447	5254
chr10	AL355531.2	-0.0003830134609740251	131308883	18
chr10	EBF3	0.00019641780725302124	131633546	800
chr10	GLRX3	0.000291661597880924	131934662	3606
chr10	TCERG1L	4.650678753318044e-06	132890653	6761
chr10	AL450307.1	-1.8460362669328275e-07	133604733	1713
chr10	PPP2R2D	-0.0003659191601346705	133747954	212
chr10	BNIP3	0.00019652352025463366	133781577	451
chr10	JAKMIP3	-0.00011308026915003456	133918174	1205
chr10	DPYSL4	-0.00036012026697395516	134000403	155
chr10	STK32C	-0.0002641798761800054	134020995	794
chr10	LRRC27	8.83011442272738e-05	134145613	357
chr10	PWWP2B	-6.0475059687831954e-05	134210671	243
chr10	C10orf91	0.000256135512356039	134257830	379
chr10	INPP5A	0.00032989772128084153	134351323	1510
chr10	NKX6-2	0.000415792194774196	134598296	90
chr10	TTC40	0.0002193661880145387	134621895	1695
chr10	GPR123	0.00010789056133046845	134884432	931
chr10	KNDC1	3.782507395184598e-05	134973950	596
chr10	UTF1	6.889677093931049e-05	135043777	40
chr10	VENTX	4.36795316785119e-05	135050907	121
chr10	ADAM8	0.000771708175255422	135075906	151
chr10	TUBGCP2	0.0008749131882816278	135093134	176
chr10	ZNF511	0.0007340718501328305	135121978	117
chr10	CALY	5.074523521800521e-05	135138926	37
chr10	PRAP1	-6.057613174618042e-06	135160649	40
chr10	FUOM	0.0005188688398616312	135168657	34
chr10	ECHS1	0.0003707461103802852	135175983	85
chr10	PAOX	0.0003993439666897308	135192694	77
chr10	AL360181.1	-7.158056354818541e-05	135192719	2
chr10	RP11-108K14.8	0.0002178176985507175	135204337	13
chr10	MTG1	6.823410026227399e-05	135207597	156
chr10	SPRN	-4.9708645534175755e-05	135234169	394
chr10	CYP2E1	5.332198276364994e-05	135333909	176
chr10	AL161645.2	-1.9355833246129752e-05	135341025	5
chr10	SYCE1	0.00019504645538359183	135367403	140
chr10	FRG2B	-0.0001371763742143632	135437398	165
chr11	BET1L	0.00039454011442749507	167783	69
chr11	SCGB1C1	9.215970271221765e-05	193079	2
chr11	ODF3	0.0010184146778772435	196737	15
chr11	RIC8A	-0.00047902823052307247	207510	33
chr11	SIRT3	0.00013403699830765988	215457	126
chr11	PSMD13	0.0002993346281601828	236545	152
chr11	NLRP6	0.00015457333761161068	278364	96
chr11	ATHL1	0.00019238482676979003	289134	62
chr11	IFITM5	0.00028124719092042025	298199	35
chr11	IFITM2	9.608215213257887e-05	307630	51
chr11	IFITM1	-0.00024260979621986453	313505	19
chr11	IFITM3	-0.00013614549930266796	319668	192
chr11	B4GALNT4	3.2437073135273257e-05	369795	305
chr11	PKP3	8.024842821289168e-05	392613	123
chr11	SIGIRR	-0.00012286098979748115	405715	54
chr11	ANO9	0.0002693620583102225	417932	176
chr11	PTDSS2	7.900471058617846e-05	448267	295
chr11	RNH1	-8.55039246349024e-05	494511	233
chr11	HRAS	-0.000383264097628676	532241	148
chr11	LRRC56	0.00018076005325973405	537526	179
chr11	C11orf35	0.0003322727984789275	554854	69
chr11	RASSF7	-0.00021406316559342264	560403	98
chr11	PHRF1	0.00011565063345647343	576485	290
chr11	IRF7	8.397879841705419e-05	612552	38
chr11	CDHR5	0.0002507002789446388	616564	107
chr11	SCT	0.00019248336653031868	626430	39
chr11	DRD4	8.545117109504062e-05	637292	100
chr11	DEAF1	0.00012676206348992175	644232	341
chr11	EPS8L2	7.2352341533837156e-06	694437	194
chr11	TMEM80	0.00013194476726380855	695427	81
chr11	TALDO1	-0.00022257868781834207	747328	131
chr11	PDDC1	-0.0001301930221504631	767219	64
chr11	AP006621.5	0.00027325265518724894	777577	60
chr11	CEND1	0.00021297396654365602	787103	29
chr11	SLC25A22	0.0003519526597456336	790474	47
chr11	PIDD	0.00028358033275110317	799178	96
chr11	RPLP2	-0.00048104458715633627	809646	30
chr11	PNPLA2	0.0003506283992779191	818901	54
chr11	EFCAB4A	2.0316038011944568e-05	826143	45
chr11	CD151	-3.605821029364383e-05	832842	48
chr11	POLR2L	4.279161216644454e-05	837355	50
chr11	TSPAN4	-0.00022249134845176439	842807	91
chr11	CHID1	-0.00021835732672877232	867356	221
chr11	AP2A2	0.0001515108175879214	924893	486
chr11	MUC6	0.00020074262324016812	1012820	231
chr11	MUC2	0.0002966514573166062	1074874	564
chr11	MUC5AC	0.00021886139582287997	1151579	345
chr11	MUC5B	-7.756052281165466e-05	1244295	582
chr11	TOLLIP	0.00027410431643417124	1295600	400
chr11	AC136297.1	0.0016362788699394578	1295808	2
chr11	BRSK2	8.062051882651193e-05	1411128	947
chr11	MOB2	0.00010273069858847145	1490686	349
chr11	DUSP8	-0.000276519937439871	1575273	258
chr11	KRTAP5-1	-0.00020100469908849474	1605571	79
chr11	KRTAP5-2	-0.0005257808146873502	1618408	60
chr11	KRTAP5-3	-0.00011740911740168237	1628794	103
chr11	KRTAP5-4	0.00017977065052973793	1642187	117
chr11	KRTAP5-5	2.9955023860348007e-05	1651032	440
chr11	KRTAP5-6	0.00010268588587643834	1718424	305
chr11	IFITM10	-3.444628875317312e-05	1753639	179
chr11	RP11-295K3.1	-6.266937081807116e-05	1768896	29
chr11	CTSD	0.00025881254393645705	1773981	214
chr11	SYT8	-1.4400241895154441e-05	1848708	256
chr11	TNNI2	-3.8706267902237055e-05	1860218	24
chr11	LSP1	0.0001923768548904608	1874199	860
chr11	C11orf89	0.00029681924376102453	1910374	19
chr11	TNNT3	8.58909708797229e-05	1940791	185
chr11	MRPL23	1.1175196363761354e-05	1968507	597
chr11	IGF2	-0.00013008430771403883	2150341	324
chr11	INS-IGF2	0.000294570072779583	2153767	117
chr11	INS	0.00011279358326765079	2181008	14
chr11	TH	0.00013245902405349498	2185158	353
chr11	ASCL2	8.779935274267862e-05	2289724	323
chr11	C11orf21	0.00025008335184596324	2316874	126
chr11	TSPAN32	-8.08428519148695e-05	2323226	237
chr11	CD81	0.00019920958385542204	2397406	268
chr11	TSSC4	8.654881765648196e-05	2421717	29
chr11	TRPM5	0.00020508823329556621	2425744	134
chr11	KCNQ1	5.035868456333969e-05	2465913	1832
chr11	CDKN1C	-0.00010573806420441493	2904442	92
chr11	SLC22A18AS	2.2579326020912827e-05	2909009	79
chr11	SLC22A18	0.00025946664489506186	2920950	195
chr11	PHLDA2	0.0005431155686767778	2949502	36
chr11	NAP1L4	-6.799527512994406e-05	2965666	348
chr11	AC131971.1	0.0008595509060219561	3011092	11
chr11	CARS	0.00014448546835692843	3022151	383
chr11	OSBPL5	3.0432095130997714e-05	3108345	661
chr11	MRGPRG	0.00012397015511082308	3239173	220
chr11	MRGPRE	7.2071374498371e-05	3248927	170
chr11	ZNF195	0.00016779772558106075	3360490	982
chr11	ART5	-3.6127546338981476e-05	3659732	850
chr11	ART1	-0.00015230628872985977	3666357	166
chr11	CHRNA10	-0.00014177054800111307	3686816	35
chr11	NUP98	0.00011196409093162619	3692312	550
chr11	PGAP2	0.0011677918858618342	3818953	126
chr11	RHOG	0.001028716524726781	3848207	108
chr11	STIM1	0.0002093401396889538	3875756	1127
chr11	RRM1	-1.4167982982617064e-05	4115936	1003
chr11	OR52B4	3.928660286936591e-05	4388492	667
chr11	TRIM21	3.85563149652382e-05	4406126	409
chr11	OR52K2	-3.065524615424576e-05	4470524	273
chr11	OR52K1	-4.352944974992834e-05	4510108	346
chr11	OR52M1	0.0003444792305014875	4566420	576
chr11	C11orf40	-8.885628134768966e-05	4592652	349
chr11	OR52I2	0.0007849444289272078	4608020	65
chr11	OR52I1	-8.239385918876887e-05	4615036	56
chr11	TRIM68	-0.0001411118084435835	4619901	136
chr11	OR51D1	-0.00010238844534844826	4660944	158
chr11	OR51E1	0.0001495546432357007	4664649	179
chr11	OR51E2	0.0002976586922443789	4701400	169
chr11	MMP26	0.0001007897585512627	4726156	1569
chr11	OR51F1	7.30028916391337e-05	4790208	22
chr11	OR52R1	2.6100022980044124e-05	4824662	16
chr11	OR51F2	5.465960568158498e-05	4842550	9
chr11	OR51S1	-0.00019276100998261855	4869426	16
chr11	OR51H1P	0.0006202395158948407	4880885	15
chr11	OR51T1	-0.0004001540727040363	4903048	12
chr11	OR51A7	0.0011114286549771463	4928599	11
chr11	OR51G2	-0.0010490410427519113	4935899	10
chr11	OR51G1	-0.00014816652613369196	4944530	21
chr11	OR51A4	3.4999128708116615e-05	4967354	16
chr11	OR51A2	5.933608597033291e-05	4976001	18
chr11	OR51L1	0.0001747853040667474	5020212	150
chr11	OR52J3	-0.0006221126846940217	5067755	293
chr11	OR52E2	-6.622505649914745e-05	5079879	297
chr11	OR52A5	6.169996432560646e-05	5152921	242
chr11	OR52A1	0.00020296307935166797	5172238	438
chr11	OR51V1	-0.00011979704024487521	5220964	171
chr11	HBB	0.00016315058536230727	5246693	144
chr11	HBD	0.0002628591988072752	5253907	56
chr11	HBG1	0.00017545860273620068	5269312	61
chr11	HBG2	-0.00011022617474442875	5274419	849
chr11	HBE1	-3.393816716148845e-05	5289581	1975
chr11	OR51B4	-0.00021908067084466207	5322243	10
chr11	OR51B2	-4.3466309922766474e-05	5344540	18
chr11	OR51B5	0.00017868984912942093	5363743	24
chr11	OR51B6	0.0005961304535679298	5372737	30
chr11	OR51M1	-0.0009563226697511558	5410606	26
chr11	OR51J1	-0.00047096909511979497	5423826	29
chr11	OR51Q1	-9.63667357584646e-05	5443340	24
chr11	OR51I1	-2.3580770450099946e-05	5461799	23
chr11	OR51I2	-0.00013066083939600306	5474637	25
chr11	OR52D1	0.0003323157691505743	5509914	25
chr11	UBQLN3	0.00033145196670877956	5528529	33
chr11	UBQLNL	0.00018550812956219268	5535622	28
chr11	OR52H1	-0.00023743331631097896	5565718	22
chr11	OR52B6	-0.0002482466663175151	5602106	17
chr11	TRIM6	3.0255062004899347e-05	5617338	2
chr11	TRIM6-TRIM34	-0.000169165675330924	5617954	201
chr11	TRIM34	-0.0002815210313337051	5640993	136
chr11	TRIM5	1.064093570035308e-05	5684424	1710
chr11	TRIM22	-0.00012114171099699771	5710918	370
chr11	OR56B1	4.7110713307098664e-05	5757680	15
chr11	OR52N4	3.7038824262483316e-06	5775922	15
chr11	OR52N5	-5.756343163332023e-05	5798863	7
chr11	OR52N1	-0.00048371004481454204	5809083	17
chr11	OR52N2	-0.0002246137357966778	5841543	23
chr11	OR52E6	-8.382605866877893e-05	5862157	25
chr11	OR52E8	2.3493283099328943e-05	5877903	13
chr11	OR52E4	-0.0002793864223504865	5905500	14
chr11	OR56A3	9.28807672995354e-07	5968569	99
chr11	OR52L1	-0.00010516295453933698	6007121	129
chr11	OR56A4	0.00012852041965538382	6023215	133
chr11	OR56A1	0.00014727096397777682	6047900	247
chr11	OR56B4	-3.0110299928850658e-05	6128913	440
chr11	OR56B3P	-2.29793157593067e-05	6149839	122
chr11	OR52B1P	-4.353966927963841e-05	6173005	109
chr11	OR52B2	-4.1817901305135184e-05	6190559	129
chr11	OR52W1	-0.00024192361914249352	6220375	78
chr11	C11orf42	7.712713701043774e-05	6226795	26
chr11	FAM160A2	-0.00029585077326162455	6232564	90
chr11	CNGA4	-3.4652413772218535e-05	6255994	56
chr11	CCKBR	-5.4674292677318035e-05	6280965	243
chr11	PRKCDBP	4.2988173966390395e-05	6340175	286
chr11	SMPD1	-9.410242674229892e-07	6411654	196
chr11	APBB1	3.836069934498205e-06	6416354	82
chr11	HPX	-0.00012910721983837528	6452278	86
chr11	TRIM3	0.00022363883574319483	6469842	101
chr11	ARFIP2	0.0002499365361472161	6496909	21
chr11	TIMM10B	-5.101276186255287e-05	6502714	61
chr11	DNHD1	2.136772568365721e-05	6518489	506
chr11	RRP8	0.0001447453285648895	6616304	50
chr11	ILK	0.000917608147779746	6624960	26
chr11	TAF10	6.017351622519233e-05	6627525	35
chr11	TPP1	-0.0003375697479244804	6633999	42
chr11	DCHS1	-0.00024109094274290843	6642555	280
chr11	MRPL17	0.00012025358498104349	6702012	324
chr11	OR2AG2	-4.7751928764034746e-05	6789217	316
chr11	OR2AG1	-6.097455571156081e-05	6806247	102
chr11	OR6A2	-2.5483211669216327e-05	6815755	153
chr11	OR10A5	0.00011629471777243007	6866882	287
chr11	OR10A2	0.00014869685170876355	6890923	162
chr11	OR10A4	6.550307747619278e-06	6897855	79
chr11	OR2D2	4.537048980191457e-05	6912720	161
chr11	OR2D3	-3.190055341450731e-05	6942204	143
chr11	ZNF215	0.0004892384238561664	6947634	368
chr11	ZNF214	0.000714544329441242	7020548	173
chr11	NLRP14	0.0005512512184370036	7041676	381
chr11	RBMXL2	0.00035997197711480167	7110164	517
chr11	SYT9	0.00010383495938881384	7260008	1655
chr11	OLFML1	1.72010796772148e-05	7506618	222
chr11	PPFIBP2	0.00018193609132224905	7534528	928
chr11	CYB5R2	8.055053556137442e-05	7686330	579
chr11	OR5P2	-5.0757590623492566e-05	7817451	640
chr11	OR5P3	9.601689151707705e-05	7846583	476
chr11	OR10A6	2.912012548461623e-05	7949179	411
chr11	OR10A3	8.97217821118256e-05	7960080	92
chr11	NLRP10	-7.203839561908826e-05	7980970	93
chr11	EIF3F	5.842590801597594e-05	7991797	216
chr11	TUB	0.00014733096278791725	8040790	469
chr11	RIC3	8.60039556231223e-05	8127596	670
chr11	LMO1	0.00010839692188239563	8245850	789
chr11	STK33	0.00041720186018987703	8413417	1357
chr11	TRIM66	6.997322514652975e-05	8633583	302
chr11	RPL27A	6.117353418209975e-06	8703957	77
chr11	ST5	0.00017431611286430676	8714897	942
chr11	AKIP1	8.058845915582485e-06	8932685	52
chr11	C11orf16	7.91326347035372e-05	8941622	87
chr11	ASCL3	-1.4470110336465705e-06	8959118	87
chr11	TMEM9B	0.00039424497821179675	8968840	122
chr11	NRIP3	0.0004081277080132537	9002122	163
chr11	SCUBE2	0.0004908519233462396	9041070	514
chr11	DENND5A	-6.483359226377396e-05	9160371	533
chr11	TMEM41B	0.00014703900355653981	9302200	409
chr11	IPO7	4.7122446208558106e-05	9406168	468
chr11	AC132192.1	-5.486892566179834e-05	9481746	24
chr11	ZNF143	5.965908106484127e-07	9481865	382
chr11	WEE1	-0.0001198238297326657	9595227	328
chr11	SWAP70	0.00033348788759616165	9685623	735
chr11	SBF2	0.00014483511560886217	9800213	3039
chr11	ADM	4.255515606354578e-05	10326226	37
chr11	AMPD3	6.635457045944635e-05	10329859	1166
chr11	MTRNR2L8	-0.00017717881887694735	10529433	14
chr11	RNF141	0.00031858614344869855	10533224	196
chr11	LYVE1	-0.00016121668740022224	10578512	112
chr11	MRVI1	4.6232673713845595e-06	10594637	730
chr11	CTR9	-0.00032079248722878713	10772533	281
chr11	EIF4G2	-0.0002268297360054419	10818596	94
chr11	ZBED5	0.00018625843247707598	10833620	1278
chr11	GALNT18	4.1434512201301965e-05	11292422	3710
chr11	CSNK2A3	-0.000647662321777174	11373488	17
chr11	AC131935.1	0.00014124910745944247	11747059	512
chr11	USP47	-0.000121899984421383	11862969	834
chr11	DKK3	-8.135813467494867e-05	11984652	494
chr11	MICAL2	-2.9572020161931763e-05	12115542	1272
chr11	MICALCL	0.00026309967639681056	12297626	603
chr11	PARVA	0.0001421765124940393	12398731	1177
chr11	TEAD1	0.00029711173561729356	12695968	2172
chr11	ARNTL	-0.0003056445892346528	13298198	1401
chr11	BTBD10	0.0001207391011434466	13409547	384
chr11	PTH	-0.000418152319911685	13513601	548
chr11	FAR1	0.00025499314813765846	13690216	2020
chr11	RRAS2	0.00013868700198956026	14299471	1500
chr11	COPB1	0.00018861807081447247	14464985	314
chr11	PSMA1	0.0010873496815198963	14515328	406
chr11	PDE3B	0.0008368575849907411	14665268	631
chr11	CYP2R1	0.0005598974034318604	14899552	63
chr11	CALCB	0.00016464559382434196	14926542	664
chr11	CALCA	-4.941876669083872e-05	14988213	25
chr11	INSC	0.0001140742299847634	15133969	2015
chr11	SOX6	-5.7394284693981944e-05	15987994	3323
chr11	C11orf58	5.9620023048224755e-05	16634678	453
chr11	PLEKHA7	-1.6572081631264523e-06	16799841	1270
chr11	RPS13	0.00012197983919492224	17095935	139
chr11	PIK3C2A	0.00020107048676721613	17099276	460
chr11	NUCB2	6.326031206442991e-05	17229699	506
chr11	NCR3LG1	0.0002165333890447772	17373272	136
chr11	KCNJ11	0.00025286133468042867	17407405	57
chr11	ABCC8	0.00017664263917833599	17414431	523
chr11	USH1C	0.0005297951133886511	17515441	275
chr11	OTOG	0.00013111856415827668	17568919	598
chr11	MYOD1	2.8450241023921884e-05	17741114	212
chr11	KCNC1	-0.0010116384607490383	17756358	207
chr11	SERGEF	-7.260459537323366e-05	17809594	687
chr11	TPH1	-0.0004329270682694379	18039110	117
chr11	SAAL1	-5.293581173395419e-05	18091481	227
chr11	MRGPRX3	0.0003982304920343377	18142501	116
chr11	RP11-113D6.6	-6.541906115936368e-05	18161732	388
chr11	MRGPRX4	-0.0005706522009888532	18194383	20
chr11	RP11-113D6.10	0.0002218571583928531	18230684	130
chr11	SAA4	-0.0006346448829518357	18252895	71
chr11	SAA2	-2.986635223591675e-06	18260769	126
chr11	SAA1	-0.00036069331798924766	18287720	120
chr11	HPS5	4.222678186174945e-05	18300222	230
