Chromosome	Gene	-log10(pvalue)	Gene_start	Number_of_SNP
chr12	RASAL1	2.626653919550575	113536623	263
chr12	CCDC42B	1.075646269836247	113587662	58
chr12	DDX54	1.021644156647608	113594978	139
chr12	C12orf52	0.7344911602725589	113623330	34
chr12	IQCD	1.1372266021221356	113633245	111
chr12	TPCN1	1.6456110895156344	113658854	297
chr12	SLC8B1	1.5760958087297179	113736563	260
chr12	PLBD2	1.3790991357713438	113796370	128
chr12	SDS	1.9863371361544928	113830249	137
chr12	SDSL	1.4055102139090627	113860041	119
chr12	LHX5	2.21749656065186	113899838	980
chr12	RBM19	2.4856528394272854	114254542	3151
chr12	TBX5	2.0795281252545896	114791735	2013
chr12	TBX3	2.7518280341674632	115108058	2767
chr12	RP11-116D17.1	3.2719751074623176	115800816	3426
chr12	MED13L	2.43288654828646	116395710	3494
chr12	MAP1LC3B2	1.9058609208365602	116997185	1256
chr12	C12orf49	1.1672210145711395	117153592	433
chr12	RNFT2	2.5281774830418984	117176095	594
chr12	HRK	0.9916681518206618	117293948	165
chr12	FBXW8	2.173239941840897	117348760	752
chr12	TESC	1.2392338361341804	117476727	491
chr12	FBXO21	2.004389372249788	117581145	417
chr12	NOS1	1.9276030334782381	117645946	1190
chr12	KSR2	2.2077764570413323	117890816	2741
chr12	RFC5	1.343279084786702	118451392	211
chr12	WSB2	1.000812455863406	118470711	134
chr12	VSIG10	2.5874470593175034	118501397	420
chr12	PEBP1	1.4607268816442394	118573662	61
chr12	TAOK3	2.1013269149388085	118587605	794
chr12	SUDS3	2.810914130579248	118814184	1808
chr12	SRRM4	2.8304578137585987	119419299	2467
chr12	HSPB8	1.874265063307774	119616446	510
chr12	CCDC60	2.4797182678325433	119772516	1238
chr12	TMEM233	1.9197776959662816	120031263	344
chr12	PRKAB1	1.159702531793781	120105557	98
chr12	CIT	2.6396944445031	120123594	1034
chr12	RP1-127H14.3	0	120137572	3
chr12	CCDC64	2.0343802036535457	120427672	606
chr12	RAB35	1.4224381212578885	120532898	141
chr12	GCN1L1	1.1409410002233207	120565006	246
chr12	RPLP0	0.8116368885570022	120634488	36
chr12	PXN	2.1673174042352987	120648249	274
chr12	SIRT4	1.1621786959157783	120740118	194
chr12	PLA2G1B	1.1987239213316667	120759913	59
chr12	MSI1	1.1567591217935054	120779132	322
chr12	COX6A1	1.252402549540289	120875892	188
chr12	AL021546.6	1.1950894765420617	120876000	34
chr12	TRIAP1	0.3657091839631493	120881763	8
chr12	GATC	0.9652753114926321	120884240	78
chr12	SRSF9	0.7054874809548877	120899470	37
chr12	DYNLL1	1.6299794022888685	120907652	145
chr12	COQ5	1.5665982326109287	120941076	169
chr12	RNF10	2.0115949015797088	120971282	226
chr12	POP5	1.0831898129119066	121016566	174
chr12	CABP1	1.1260775007650483	121078354	367
chr12	MLEC	1.3517073342836146	121124671	145
chr12	UNC119B	0.9980976199002132	121148237	111
chr12	ACADS	1.1384709655846088	121163537	165
chr12	SPPL3	1.7726661519443068	121200312	943
chr12	AC079602.1	1.3421041123998503	121407640	221
chr12	HNF1A	1.1402212454271656	121416345	183
chr12	C12orf43	1.4802021848349816	121440224	103
chr12	OASL	1.6455361997343183	121458094	377
chr12	P2RX7	1.7087444006046777	121570621	796
chr12	P2RX4	1.6070552003822693	121647659	222
chr12	CAMKK2	0.8567665453468298	121675496	306
chr12	ANAPC5	1.2240053004278548	121746047	431
chr12	RNF34	0.82764522456021	121837843	124
chr12	KDM2B	1.2909625166419751	121866899	554
chr12	ORAI1	1.1847896315585333	122064454	179
chr12	MORN3	1.596215670325078	122089023	271
chr12	TMEM120B	1.6366531898841328	122150657	389
chr12	RHOF	0.9733809472982108	122215663	122
chr12	SETD1B	1.121786226194392	122242085	136
chr12	HPD	0.7594257929816155	122277432	189
chr12	PSMD9	0.7489631522335618	122326636	49
chr12	RP11-87C12.2	0.7542357116986431	122326714	122
chr12	WDR66	1.4766841402266138	122355767	397
chr12	BCL7A	1.124483834318452	122457327	242
chr12	MLXIP	1.2295839737927166	122516627	436
chr12	LRRC43	1.1195780207030355	122652284	235
chr12	IL31	0.3045857494595461	122656576	9
chr12	B3GNT4	0.7950014602573556	122688089	29
chr12	RP11-512M8.5	0.9225012809349341	122692325	84
chr12	VPS33A	1.5409635383329499	122714110	143
chr12	CLIP1	2.2618713723089092	122755978	737
chr12	ZCCHC8	1.7385896151245568	122957416	212
chr12	RSRC2	1.5990667494318465	122989189	91
chr12	KNTC1	1.6160249435109024	123011792	369
chr12	HCAR1	1.8775547437180442	123104823	515
chr12	HCAR2	0.6304038374906832	123185839	7
chr12	HCAR3	1.3399840281953919	123199302	29
chr12	DENR	1.4608034200296698	123237320	116
chr12	CCDC62	1.4304470247295635	123258873	339
chr12	HIP1R	1.6136044926849047	123318999	192
chr12	VPS37B	1.28658674636013	123349881	140
chr12	ABCB9	1.0502695228610517	123405497	145
chr12	OGFOD2	0.8740050417568592	123459126	26
chr12	ARL6IP4	0.8257569720383486	123464606	14
chr12	PITPNM2	1.7039428087232904	123468026	445
chr12	MPHOSPH9	1.5441688123596182	123636866	397
chr12	C12orf65	1.1425318077445052	123717462	138
chr12	CDK2AP1	1.4226242573157362	123745527	115
chr12	SBNO1	1.7245366114052727	123773655	557
chr12	SETD8	0.9710141696196724	123868319	179
chr12	RILPL2	1.035781396301095	123899935	148
chr12	SNRNP35	1.0453306441519101	123942187	114
chr12	RILPL1	1.133532480859449	123955924	408
chr12	TMED2	1.0595069237724315	124069077	223
chr12	DDX55	1.0533041267812289	124086623	109
chr12	EIF2B1	0.8394744470878667	124104952	68
chr12	GTF2H3	1.13922073486774	124118374	149
chr12	TCTN2	2.046534607447751	124155659	287
chr12	ATP6V0A2	1.3040055284553425	124196864	280
chr12	DNAH10	1.4921926856811802	124247041	895
chr12	CCDC92	1.6300701854256046	124403206	220
chr12	DNAH10OS	1.0285293192418794	124410970	53
chr12	ZNF664	0.30122112728806016	124456391	7
chr12	FAM101A	2.690550826317877	124457787	1593
chr12	NCOR2	2.468634780806758	124808960	1890
chr12	SCARB1	2.4825863493861338	125261401	1280
chr12	UBC	2.5863381953274747	125396149	197
chr12	DHX37	2.340487872213485	125431370	511
chr12	BRI3BP	2.149614174545292	125478245	369
chr12	AACS	2.2666309776987563	125549924	593
chr12	TMEM132B	2.9138253179093847	125671381	9921
chr12	TMEM132C	2.9790175570815807	128751947	9887
chr12	SLC15A4	2.0977832794294784	129277738	573
chr12	GLT1D1	2.138507407679347	129337971	1227
chr12	TMEM132D	2.7230329618529083	129556269	5881
chr12	FZD10	2.791424291052425	130647003	1522
chr12	PIWIL1	1.8869629296047392	130822431	767
chr12	RIMBP2	2.4652937780993405	130880681	2327
chr12	STX2	1.5460352870941718	131274144	733
chr12	RAN	1.8404568680690205	131356423	264
chr12	GPR133	2.7487049712613145	131438451	1845
chr12	AC078925.1	1.0639031590938466	131514220	11
chr12	AC092850.1	2.4544343634941366	131780066	1638
chr12	SFSWAP	2.4701591593246635	132195625	1864
chr12	MMP17	1.9654477420733405	132312937	395
chr12	ULK1	1.3416193714126856	132379195	257
chr12	PUS1	1.699391474429523	132413744	125
chr12	EP400	2.814404022028553	132434507	649
chr12	EP400NL	1.9980587059800516	132568827	294
chr12	DDX51	4.068987840342578	132621138	111
chr12	NOC4L	1.6312929734081303	132628992	227
chr12	GALNT9	2.776727364048855	132680923	1360
chr12	MUC8	1.5042517445556371	133049333	745
chr12	FBRSL1	1.57280611553018	133066136	906
chr12	P2RX2	1.485004902154154	133195365	140
chr12	POLE	1.8853956870092636	133200347	374
chr12	PXMP2	0.26502264983741225	133264191	2
chr12	RP13-672B3.2	1.4132338388398828	133264634	121
chr12	PGAM5	1.130916787419222	133287404	94
chr12	ANKLE2	1.639026224751694	133302253	291
chr12	GOLGA3	1.4967119734376004	133345494	381
chr12	CHFR	1.8832428684684899	133398772	568
chr12	ZNF605	1.2116739251347877	133498018	47
chr12	ZNF140	0.8213366632522558	133656423	33
chr12	ZNF891	1.807591463960551	133694739	68
chr12	ZNF10	0	133707160	1
chr12	ZNF268	1.9298512638476943	133707569	279
chr12	AC226150.4	1.3623031794148364	133787245	29
chr12	ANHX	1.4944457731428458	133794897	159
chr13	TUBA3C	2.58901536675018	19747909	4110
chr13	RP11-408E5.4	2.119685561673339	19756172	1146
chr13	TPTE2	2.7088843397538414	19997016	1858
chr13	MPHOSPH8	1.9461305546156233	20207787	390
chr13	PSPC1	1.8448462222348518	20248895	647
chr13	AL354808.2	0.46707499335568137	20268546	4
chr13	ZMYM5	1.9240554215343293	20397621	659
chr13	ZMYM2	2.9782939911940316	20532809	825
chr13	GJA3	3.0919623739519047	20712393	360
chr13	GJB2	3.4851123822317405	20761608	194
chr13	GJB6	2.9612407907157308	20796109	727
chr13	CRYL1	2.913540506618131	20977805	1423
chr13	IFT88	2.4151533569045465	21140584	753
chr13	IL17D	1.9293342465462722	21276265	124
chr13	N6AMT2	1.4534733761028993	21302869	308
chr13	XPO4	2.306381198591783	21351468	759
chr13	LATS2	2.0957070562693074	21547170	889
chr13	SAP18	2.2782503715962306	21714652	323
chr13	SKA3	1.664443817454733	21727733	141
chr13	MRP63	2.1018937999308247	21750783	537
chr13	ZDHHC20	1.8534874737442073	21950262	1072
chr13	MICU2	3.192094423862066	22066835	709
chr13	FGF9	2.787295812584564	22245521	4286
chr13	SGCG	3.4691717344973125	23755090	6542
chr13	SACS	2.2202404985529545	23902964	1030
chr13	TNFRSF19	2.2681655532658085	24144508	1120
chr13	MIPEP	2.5720775436069494	24304327	785
chr13	AL139080.1	0.7563568424711411	24322242	18
chr13	C1QTNF9B	2.854828464718599	24465237	351
chr13	RP11-307N16.6	1.569541153874727	24553838	242
chr13	SPATA13	3.4280211279811694	24553943	1980
chr13	C1QTNF9	2.28347915216455	24881303	425
chr13	AL359736.1	0.13133793160516224	24895263	2
chr13	PARP4	4.169523608063706	24995063	1486
chr13	ATP12A	3.2839006210890584	25254548	787
chr13	RNF17	3.0190499440042036	25338289	679
chr13	CENPJ	2.2745686428596126	25457170	669
chr13	PABPC3	1.8769392988629097	25670299	407
chr13	AMER2	1.5473749433007056	25735821	319
chr13	MTMR6	1.9457777564793228	25802306	363
chr13	NUPL1	2.0182810338584822	25875661	177
chr13	ATP8A2	2.287431104863282	25946208	3294
chr13	AL138815.1	1.0363448415569934	26442060	26
chr13	AL138815.2	0.19962320652779048	26452421	2
chr13	SHISA2	1.679569126080884	26618734	433
chr13	RNF6	2.341235207440989	26706252	921
chr13	CDK8	3.0236000364408433	26828275	1247
chr13	WASF3	2.1392823763525306	27131839	1374
chr13	GPR12	1.9953734373532053	27329340	1081
chr13	USP12	2.3010308642538138	27640292	1616
chr13	RPL21	3.1683739851276225	27825445	251
chr13	RASL11A	1.835638220448028	27844463	462
chr13	GTF3A	1.822934120422538	27998680	565
chr13	MTIF3	1.4922641828121228	28009775	380
chr13	LNX2	2.003416535095631	28120049	656
chr13	POLR1D	2.894677198366587	28194902	731
chr13	GSX1	3.18214519725263	28366779	594
chr13	PDX1	3.1231744570031106	28494156	427
chr13	ATP5EP2	1.757998047947977	28519342	107
chr13	CDX2	2.7383969679613966	28536273	83
chr13	URAD	2.7778195760829254	28551850	88
chr13	FLT3	3.017089558015072	28577410	631
chr13	PAN3	2.295628958759288	28712642	486
chr13	FLT1	3.9819156046455033	28874488	1193
chr13	POMP	2.5619499723587857	29233240	575
chr13	SLC46A3	2.036351924666456	29274200	731
chr13	MTUS2	3.2433304272690475	29598747	3501
chr13	SLC7A1	2.2042555036766576	30083546	962
chr13	UBL3	2.3428427598262376	30338507	1997
chr13	KATNAL1	2.4046614314328068	30776766	2126
chr13	HMGB1	2.414160415147407	31032883	912
chr13	USPL1	1.667391895378041	31191829	285
chr13	ALOX5AP	2.218671233026001	31309644	715
chr13	MEDAG	2.0944815092724105	31480327	464
chr13	TEX26	1.386735507644608	31506839	684
chr13	HSPH1	2.0970414069631698	31710761	756
chr13	B3GALTL	2.640561063476976	31774072	1830
chr13	RXFP2	2.664997695461176	32313673	1738
chr13	FRY	2.7234899435649536	32605436	1775
chr13	ZAR1L	2.4038869450843623	32877836	83
chr13	BRCA2	2.5034107287241194	32889610	334
chr13	N4BP2L1	1.859212363847994	32974860	103
chr13	N4BP2L2	1.9702389153560627	33006553	397
chr13	PDS5B	1.9237237445957824	33160563	1282
chr13	KL	2.1162494442739206	33590206	1097
chr13	STARD13	2.1706807858619066	33677271	2134
chr13	RFC3	3.0377865078657926	34392185	4228
chr13	NBEA	3.1430307738988965	35516423	5488
chr13	MAB21L1	1.0447992402501312	36047925	6
chr13	DCLK1	2.5823190986679654	36345477	2225
chr13	SOHLH2	1.510860283433818	36742344	110
chr13	CCDC169-SOHLH2	1.591980630870233	36742930	280
chr13	CCDC169	2.6164610912083086	36801181	478
chr13	SPG20	1.672698294068772	36875774	345
chr13	SPG20OS	0.9041892735265579	36920567	108
chr13	CCNA1	1.3687318107392608	37005966	723
chr13	SERTM1	2.1561632437299254	37248048	679
chr13	RFXAP	1.6424272159483224	37393360	279
chr13	SMAD9	1.8838440509423386	37418967	368
chr13	ALG5	2.8043908964832345	37523911	151
chr13	EXOSC8	1.9343157385656347	37572952	18
chr13	SUPT20H	2.848372775526498	37583448	250
chr13	CSNK1A1L	2.1778404234686293	37677397	1287
chr13	POSTN	2.51972134848888	38136719	1800
chr13	TRPC4	3.8965726026172325	38210772	2653
chr13	UFM1	2.851196900397252	38923985	1818
chr13	FREM2	3.7365959326560314	39261265	1617
chr13	STOML3	2.8482349591933285	39540061	606
chr13	PROSER1	2.2897108135604807	39584002	153
chr13	NHLRC3	2.4982207075555674	39612442	716
chr13	LHFP	2.5519030469960673	39917028	2435
chr13	COG6	2.222971402986542	40229763	2506
chr13	AL133318.1	3.05716484570648	41111137	1933
chr13	FOXO1	1.9731930895302214	41129803	557
chr13	MRPS31	2.6193944531871334	41303431	350
chr13	SLC25A15	1.369114678582735	41363547	473
chr13	ELF1	1.4338537064591572	41506055	987
chr13	WBP4	1.166295868980214	41635409	150
chr13	KBTBD6	1.36891050809885	41701704	133
chr13	KBTBD7	1.2989806257126606	41763968	114
chr13	MTRF1	2.8742423052059856	41790504	356
chr13	NAA16	3.3669599902478016	41885340	517
chr13	RGCC	2.740422843445745	42031694	538
chr13	VWA8	2.7851720410654672	42140972	2104
chr13	DGKH	2.246107606904981	42614175	1499
chr13	AKAP11	2.055923681940048	42846288	889
chr13	TNFSF11	2.286721195572749	43136871	1183
chr13	FAM216B	2.554819401452875	43355685	678
chr13	EPSTI1	2.384275040610137	43460523	799
chr13	DNAJC15	2.59489108943985	43597338	608
chr13	ENOX1	2.9235488961138247	43787653	2665
chr13	CCDC122	1.8416163968805466	44398044	418
chr13	LACC1	2.291573150666557	44453419	740
chr13	SMIM2	1.6707709892595657	44717678	1025
chr13	SERP2	1.9929097071598147	44947800	661
chr13	TSC22D1	1.925563916320879	45007654	1186
chr13	NUFIP1	2.7862618314092575	45513383	886
chr13	GPALPP1	3.650083645582264	45563686	328
chr13	GTF2F2	3.3027479838230582	45694649	783
chr13	KCTD4	3.403175371689546	45766987	25
chr13	TPT1	2.2459132372577812	45911007	348
chr13	SLC25A30	3.154656342861133	45967450	336
chr13	COG3	2.4575343526987243	46039059	456
chr13	FAM194B	2.289296352286343	46108656	517
chr13	SPERT	1.362709451183095	46276445	360
chr13	SIAH3	1.99946614604018	46354404	830
chr13	ZC3H13	3.7760188963726162	46528599	569
chr13	CPB2	1.5755659499025017	46627320	277
chr13	LCP1	2.11524653871345	46700054	436
chr13	LRRC63	2.7387252328915404	46786082	429
chr13	KIAA0226L	2.8820496144189454	46916138	1105
chr13	LRCH1	2.2506208491408963	47127302	1183
chr13	ESD	1.5230148455414885	47345390	160
chr13	HTR2A	2.6544086865395635	47405684	2988
chr13	SUCLA2	3.187270422209295	48510621	3763
chr13	NUDT15	1.4348655763573315	48611702	61
chr13	MED4	2.568692536923075	48627458	739
chr13	ITM2B	2.4628876803140196	48807293	476
chr13	RB1	2.0053204265031344	48877886	583
chr13	LPAR6	1.5792408072732191	48963706	224
chr13	RCBTB2	1.8702102444393027	49063094	608
chr13	CYSLTR2	2.2839724367713656	49280950	1235
chr13	FNDC3A	2.69574865855365	49550047	1383
chr13	MLNR	1.3145789517795186	49794473	60
chr13	CDADC1	1.819272152255493	49822046	196
chr13	CAB39L	1.8405531266125306	49882785	582
chr13	AL136218.1	0.7553839895508696	50007494	44
chr13	SETDB2	1.6309976303760636	50018428	244
chr13	PHF11	1.5796250212261234	50069745	197
chr13	RCBTB1	2.293360721992599	50106081	517
chr13	ARL11	2.166890515817709	50202434	240
chr13	EBPL	1.3206938682816136	50234858	300
chr13	KPNA3	2.4475313375563954	50273446	822
chr13	SPRYD7	2.268007745987411	50486841	540
chr13	TRIM13	2.567210233243736	50570023	163
chr13	KCNRG	1.60779740390541	50589389	127
chr13	DLEU1	2.512762611010136	50656306	2711
chr13	DLEU7	2.279265327498479	51285143	702
chr13	RNASEH2B	1.951923499248678	51483813	996
chr13	FAM124A	2.7654245107546047	51796502	973
chr13	SERPINE3	3.4274013691383955	51909908	200
chr13	INTS6	3.32917732680537	51928212	780
chr13	WDFY2	2.0447005468605286	52158643	731
chr13	DHRS12	2.268481339951631	52342128	292
chr13	CCDC70	1.4966206619473192	52436116	330
chr13	ATP7B	2.30514219411913	52506808	499
chr13	ALG11	0.9008547893285914	52586533	43
chr13	UTP14C	1.068026774075373	52598826	36
chr13	NEK5	1.7872771844721616	52611092	394
chr13	NEK3	1.5122636436696602	52706774	518
chr13	THSD1	1.4450325920639058	52951304	597
chr13	VPS36	1.0345358254116237	52986736	246
chr13	CKAP2	1.8255011746827203	53029563	379
chr13	HNRNPA1L2	1.56573936282712	53191604	490
chr13	SUGT1	1.4147875096991172	53226843	275
chr13	LECT1	2.0429202197490124	53277398	429
chr13	PCDH8	2.03519230698995	53418108	741
chr13	OLFM4	2.6935320812851966	53602893	9704
chr13	PRR20A	3.1182673622649855	57715051	7763
chr13	PRR20B	0	57721621	1
chr13	PRR20E	2.316364990044896	57741330	862
chr13	PCDH17	3.631105342301691	58205943	5076
chr13	DIAPH3	3.1361408497348866	60239716	7717
chr13	TDRD3	2.692057061330146	60970590	3811
chr13	PCDH20	3.4731349759248267	61983817	8782
chr13	AL445989.1	3.4609540267247842	64320933	12537
chr13	PCDH9	2.7951829914816715	66876966	14512
chr13	KLHL1	3.2890537799514723	70274725	13554
chr13	DACH1	3.2462408079908704	72012097	7420
chr13	MZT1	2.487424991475096	73282494	2274
chr13	BORA	1.42954462831719	73302060	131
chr13	DIS3	1.949825257459218	73329539	114
chr13	PIBF1	2.8113330149299323	73356196	1143
chr13	KLF5	2.4376119581418942	73629113	2006
chr13	KLF12	3.2403820076250884	74260225	4315
chr13	AL355390.1	3.1023707097557236	74987093	3176
chr13	TBC1D4	2.933565980451915	75858807	2790
chr13	COMMD6	1.2040553644444931	76099349	234
chr13	UCHL3	1.410860571626444	76123618	297
chr13	LMO7	1.7701237028096612	76194569	1198
chr13	C13orf45	2.548711062787549	76445186	3225
chr13	KCTD12	3.039839951668182	77454311	2663
chr13	IRG1	1.2287205291418322	77522631	270
chr13	CLN5	1.061587360627401	77564794	90
chr13	FBXL3	2.48472107034647	77566739	203
chr13	MYCBP2	2.052839881571507	77618791	1389
chr13	SCEL	2.491187576655191	78109808	955
chr13	SLAIN1	2.1030903617634675	78272022	693
chr13	EDNRB	2.8460845738400544	78469615	2467
chr13	POU4F1	1.8566541373645755	79172496	1608
chr13	RNF219	1.904799254921117	79188425	1757
chr13	RBM26	2.0421916528924435	79885961	2233
chr13	NDFIP2	1.9296997878953288	80055286	1742
chr13	SPRY2	3.0081313781432706	80910110	10420
chr13	SLITRK1	3.9409252962760815	84451343	12377
chr13	SLITRK6	6.195974440015096	86366924	10315
chr13	SLITRK5	3.9432628034516535	88324869	11984
chr13	GPC5	3.2982654090622283	92050928	17804
chr13	GPC6	3.138307312569666	93879094	6381
chr13	DCT	2.008574549143345	95089557	595
chr13	TGDS	2.36831986864905	95226307	366
chr13	GPR180	2.072462316949523	95254156	298
chr13	SOX21	2.0392020788947374	95361885	903
chr13	ABCC4	3.1530125519675574	95672082	3260
chr13	CLDN10	2.0287756571872437	96085857	1216
chr13	DZIP1	1.454846336612259	96230456	288
chr13	DNAJC3	1.6731482088113523	96329392	407
chr13	UGGT2	2.174097004468808	96453833	1062
chr13	HS6ST3	3.2278397164927433	96743092	3389
chr13	OXGR1	2.540471816416543	97637972	855
chr13	MBNL2	2.0901589916698677	97873687	1151
chr13	RAP2A	2.162910529454433	98086475	1203
chr13	IPO5	2.477891072121808	98605911	1707
chr13	FARP1	2.690979123607508	98794815	2139
chr13	RNF113B	1.2985010931185308	98828038	10
chr13	STK24	2.146015394298588	99102454	859
chr13	SLC15A1	1.7756275291442367	99336054	943
chr13	DOCK9	2.5816141786683016	99445740	2057
chr13	UBAC2	2.4690527803698026	99853027	1366
chr13	GPR18	1.300337414203973	99906967	35
chr13	GPR183	1.486562643916197	99946783	53
chr13	TM9SF2	1.8408570826546673	100153670	636
chr13	CLYBL	2.232096455087473	100258918	1692
chr13	ZIC5	1.1552445673086924	100615217	237
chr13	ZIC2	1.7400718096252472	100634025	266
chr13	PCCA	3.4732640930489245	100741268	1870
chr13	GGACT	1.3603949924015364	101183809	230
chr13	TMTC4	2.6616391413974854	101256180	1324
chr13	NALCN	3.9551037000992384	101706129	3372
chr13	ITGBL1	2.3122490435288174	102104965	1515
chr13	FGF14	3.260196726085424	102372133	3855
chr13	TPP2	2.0552592954120645	103249352	1086
chr13	METTL21C	1.257866634690542	103338093	220
chr13	CCDC168	1.4719270098011554	103381800	206
chr13	TEX30	0.9481184750138363	103418339	126
chr13	KDELC1	0.894697645055213	103436630	85
chr13	BIVM	0.9092271670293752	103451398	44
chr13	BIVM-ERCC5	1.3539787781725248	103459703	170
chr13	ERCC5	1.243408768633877	103497193	579
chr13	SLC10A2	2.097113636274381	103696349	7005
chr13	DAOA	3.196711581792644	106118215	9221
chr13	EFNB2	3.2545527809779813	107142078	2768
chr13	ARGLU1	2.954086625699779	107194020	1536
chr13	FAM155A	2.7867266854363666	107820882	6129
chr13	LIG4	2.020316441451706	108859786	1116
chr13	ABHD13	1.255884683569101	108870726	122
chr13	TNFSF13B	1.7315811737855438	108903587	1097
chr13	MYO16	2.6974071880156854	109248499	5965
chr13	IRS2	3.0019286349024803	110406183	2635
chr13	COL4A1	4.856779036918779	110801317	2038
chr13	COL4A2	3.8937274888898328	110958158	1579
chr13	RAB20	1.4017995279373987	111175416	491
chr13	CARKD	1.4873876364823433	111267880	356
chr13	CARS2	1.4970692266893273	111293758	487
chr13	ING1	1.462891462955125	111365082	376
chr13	LINC00346	1.7628409637655285	111521577	396
chr13	ANKRD10	1.9618211114474808	111530886	835
chr13	ARHGEF7	2.5703607481384463	111766905	1684
chr13	TEX29	2.8137218965546325	111968530	1135
chr13	RP11-65D24.2	2.2762390335051705	112240547	1476
chr13	SOX1	2.7629088877260304	112721912	1999
chr13	SPACA7	2.1082741473358673	113030632	1755
chr13	TUBGCP3	2.0164007725646798	113139324	648
chr13	C13orf35	1.0481842434235509	113301357	401
chr13	ATP11A	2.360097345298498	113344642	1181
chr13	MCF2L	2.2083956571661183	113548691	1307
chr13	AL137002.1	0.2922748680284157	113755562	26
chr13	F7	1.213954525020789	113760104	77
chr13	F10	0.510620966267399	113777127	125
chr13	PROZ	0.8868758979837739	113812967	91
chr13	PCID2	0.6801280917954525	113831890	107
chr13	CUL4A	1.7333732421353922	113862551	245
chr13	LAMP1	2.0934807184802104	113951555	121
chr13	GRTP1	1.6007711823506456	113978504	380
chr13	ADPRHL1	2.1221278339918084	114076259	403
chr13	DCUN1D2	0.9762867329603941	114110133	148
chr13	TMCO3	1.7974735408084408	114145309	671
chr13	TFDP1	0.9096361205282819	114239012	247
chr13	ATP4B	0.9974926866375501	114303118	75
chr13	GRK1	1.0840785859620932	114321469	188
chr13	TMEM255B	2.074918527480534	114462215	399
chr13	GAS6	2.7609383841314186	114523521	627
chr13	RASA3	2.36772901859963	114747193	1261
chr13	CDC16	2.1474364493118148	115000361	435
chr13	UPF3A	1.184227726007056	115047058	138
chr13	CHAMP1	0.7716971888370956	115079987	121
chr14	OR11H12	0.6638626042298649	19377521	22
chr14	POTEG	0	19553364	1
chr14	POTEM	0	19983558	1
chr14	OR4N2	0.8571414488866094	20187173	36
chr14	OR4Q3	0.22584302743136914	20215586	3
chr14	OR4M1	0	20248400	1
chr14	OR4K2	0.2992781155375215	20344390	17
chr14	OR4K5	0.8554226791794497	20388740	37
chr14	OR4K1	1.243818199004684	20403766	90
chr14	OR4K15	1.5781970670946968	20443602	264
chr14	OR4K14	1.8772501859256714	20482418	166
chr14	OR4K13	1.9462533342208312	20502002	184
chr14	OR4L1	2.425069805073084	20528203	300
chr14	OR4K17	2.7763561177980205	20585565	293
chr14	OR4N5	1.9489555820772357	20611894	178
chr14	OR11G2	1.978756934465396	20665494	311
chr14	OR11H6	2.18696572588222	20691790	261
chr14	OR11H4	2.223508751535665	20710897	135
chr14	TTC5	2.390096252811458	20724716	314
chr14	CCNB1IP1	2.246285217432977	20779526	153
chr14	PARP2	2.5637371427180033	20811740	165
chr14	TEP1	1.5325117673571218	20833825	359
chr14	KLHL33	1.1853136688009354	20896969	163
chr14	OSGEP	1.09235005780247	20914569	90
chr14	APEX1	0.40307208701313213	20923349	10
chr14	TMEM55B	0.27315384479766147	20925877	12
chr14	PNP	0.7035695676689964	20937112	142
chr14	RNASE10	1.34664081596924	20973695	191
chr14	RNASE9	1.461639947403549	21024251	227
chr14	RNASE11	1.8084791239598066	21051053	378
chr14	RNASE12	0.6569460770871516	21058351	4
chr14	OR6S1	1.6210881549947997	21108854	277
chr14	RNASE4	1.7156189026469801	21152258	254
chr14	ANG	0.19958950987605226	21152335	6
chr14	AL163636.6	0.8644475744768464	21152745	99
chr14	EDDM3A	1.435695011738917	21214050	284
chr14	EDDM3B	2.287053295393988	21236585	174
chr14	RNASE6	1.3428484980990334	21249209	138
chr14	RNASE1	2.6670588575072496	21269386	270
chr14	RNASE3	1.8325999503707238	21359557	377
chr14	RNASE2	1.810636034682417	21423610	213
chr14	METTL17	1.3920102124639655	21457928	163
chr14	SLC39A2	2.857132072352741	21467413	59
chr14	NDRG2	1.651821743482045	21484921	206
chr14	TPPP2	0.9734381375342609	21492267	59
chr14	RNASE13	0.5113999346577432	21500978	20
chr14	RNASE7	0.5439924836840118	21510384	12
chr14	RNASE8	0.270071815044137	21525980	2
chr14	ARHGEF40	1.3008467620521915	21538428	78
chr14	ZNF219	1.1020365981713534	21558204	122
chr14	TMEM253	0.9023817961241694	21567095	18
chr14	OR5AU1	1.342089791426972	21623025	248
chr14	HNRNPC	1.7849867042396947	21677294	385
chr14	RPGRIP1	1.4528371825650603	21756097	353
chr14	SUPT16H	1.0597002183203057	21819630	87
chr14	CHD8	1.3502485742314554	21853352	209
chr14	RAB2B	0.5930801907542069	21927178	83
chr14	TOX4	0.6964734859675394	21944755	100
chr14	METTL3	0.6289432262395706	21966276	86
chr14	SALL2	0.9233522756784999	21989231	170
chr14	OR10G3	1.278527392449957	22037933	358
chr14	OR10G2	1.146421631106181	22101991	370
chr14	OR4E2	2.767242690227475	22133296	2978
chr14	AE000662.92	2.570473805703313	23025533	2886
chr14	DAD1	1.9690523342702126	23033804	287
chr14	ABHD4	1.5030592872401716	23067145	134
chr14	OR6J1	1.6261100960115842	23102672	410
chr14	OXA1L	1.7718563924022583	23235730	448
chr14	SLC7A7	1.7082893548885174	23242430	349
chr14	AL135998.1	1.8916041269925379	23286462	32
chr14	MRPL52	1.3800493669003429	23299087	39
