Chromosome	Gene	-log10(pvalue)	Gene_start	Number_of_SNP
chr15	TMCO5A	2.0857092152876175	38214139	2486
chr15	SPRED1	4.320521226679792	38544526	1296
chr15	FAM98B	1.8069923428257624	38746327	422
chr15	RASGRP1	2.315467011990361	38780303	525
chr15	C15orf53	2.379445474324511	38988798	1792
chr15	C15orf54	2.604050138650653	39542884	2190
chr15	THBS1	1.9324456233064964	39873279	601
chr15	FSIP1	2.303677692050125	39892231	889
chr15	GPR176	3.156836390519568	40091232	476
chr15	EIF2AK4	1.8444028569473268	40226346	508
chr15	SRP14	2.0148264514586347	40327939	87
chr15	BMF	2.3656386243396144	40380090	243
chr15	BUB1B	2.5291780504599872	40453223	276
chr15	PAK6	1.552221990705379	40509628	246
chr15	C15orf56	0.32442144308385407	40542864	13
chr15	PLCB2	1.9737323777681266	40570376	192
chr15	ANKRD63	0.5959826346739525	40573644	7
chr15	C15orf52	1.1438604343467929	40623652	121
chr15	PHGR1	0.9451878437075798	40643233	45
chr15	DISP2	1.2697726517820127	40650435	97
chr15	KNSTRN	1.080705860622698	40674921	95
chr15	IVD	0.8719757306348224	40697685	180
chr15	BAHD1	1.389868123931608	40731919	88
chr15	CHST14	1.4111235040865013	40763159	130
chr15	C15orf57	1.337142103292689	40820881	226
chr15	RPUSD2	1.2092301326461785	40861498	78
chr15	CASC5	1.1717236633201489	40886217	393
chr15	RAD51	1.505011026316832	40986971	209
chr15	RMDN3	0.6811189572657148	41028081	108
chr15	GCHFR	0.4249195869409689	41056217	23
chr15	DNAJC17	1.0590310287546663	41060066	129
chr15	C15orf62	0.48699293723860015	41062158	8
chr15	ZFYVE19	1.0567093238670435	41099283	57
chr15	PPP1R14D	1.544252441498908	41107649	83
chr15	SPINT1	1.2125331492635683	41136215	133
chr15	RHOV	0.6862150082148379	41164411	84
chr15	VPS18	1.083957378285045	41186627	123
chr15	DLL4	1.0402495210501745	41221537	114
chr15	CHAC1	1.9605422552588916	41245159	146
chr15	INO80	2.334418070982019	41271077	885
chr15	EXD1	2.4233753564221865	41474922	505
chr15	CHP1	1.8920408403614404	41523036	268
chr15	OIP5	1.2695665915856507	41601465	166
chr15	NUSAP1	2.536277180331005	41624891	203
chr15	NDUFAF1	1.0033635736616255	41679550	101
chr15	RTF1	0.6738321533945858	41700605	342
chr15	ITPKA	1.5186190084216127	41785590	62
chr15	LTK	1.419552897081914	41795835	72
chr15	RPAP1	1.637966377285657	41809373	219
chr15	TYRO3	0.9203593686742146	41849872	232
chr15	MGA	1.4720815245079846	41913421	639
chr15	MAPKBP1	1.211122059554212	42066631	190
chr15	AC073657.1	0.25423525977505007	42073345	20
chr15	JMJD7-PLA2G4B	1.2014867762973118	42120292	152
chr15	SPTBN5	1.3394769720579793	42140344	286
chr15	EHD4	1.3709136933831492	42190949	328
chr15	PLA2G4E	1.4926029423910496	42273779	501
chr15	PLA2G4D	1.7915478938310598	42359206	409
chr15	PLA2G4F	1.1742572029394833	42433331	210
chr15	VPS39	1.1655475043282695	42450898	182
chr15	TMEM87A	1.6236146857274627	42502729	183
chr15	GANC	1.8489459478979986	42565430	330
chr15	CAPN3	1.8719239873312847	42640300	356
chr15	ZNF106	2.086232227646091	42705020	308
chr15	SNAP23	1.2153270870051531	42783430	138
chr15	LRRC57	0.7523310917634127	42834719	20
chr15	HAUS2	1.0817022453392617	42841007	81
chr15	STARD9	1.6055885983524187	42867856	489
chr15	CDAN1	1.0827650240965794	43015756	92
chr15	TTBK2	2.168368225453315	43030931	503
chr15	UBR1	1.7003597965829595	43235094	392
chr15	EPB42	1.7493263266994739	43398422	117
chr15	TMEM62	0.9172541127948006	43415476	137
chr15	CCNDBP1	0.3276942848805371	43477315	26
chr15	TGM5	1.7895450319955137	43524792	121
chr15	TGM7	1.4662190474366867	43568477	146
chr15	LCMT2	1.545344137305312	43619973	51
chr15	ADAL	1.7069403414453956	43622871	109
chr15	ZSCAN29	2.1559585798905214	43650369	63
chr15	TUBGCP4	1.285061983405027	43661418	119
chr15	TP53BP1	3.662155535636214	43699406	364
chr15	MAP1A	2.7738255766769226	43803155	91
chr15	PPIP5K1	3.0034467391357924	43825659	104
chr15	CKMT1B	1.9656483288720508	43885251	16
chr15	STRC	3.0558999716222295	43891595	143
chr15	CATSPER2	3.098611432880019	43920700	90
chr15	CKMT1A	0.9257542197962336	43985083	9
chr15	PDIA3	3.016459858745918	44038589	125
chr15	ELL3	0	44064797	1
chr15	RP11-296A16.1	1.5235103790258164	44064814	21
chr15	SERF2	1.8789361189198992	44069284	59
chr15	AC018512.1	0.02111176271204661	44075040	2
chr15	SERINC4	0.15116331243060455	44086359	5
chr15	HYPK	0.9455286695865838	44088339	31
chr15	MFAP1	0.5528342134684179	44096689	69
chr15	WDR76	1.0943692368693991	44119160	153
chr15	FRMD5	2.0108769160177493	44162961	968
chr15	CASC4	1.6510684914025038	44580926	378
chr15	CTDSPL2	1.8675705972651657	44719431	280
chr15	EIF3J	1.793865228764691	44829254	75
chr15	SPG11	1.92020393882764	44854893	263
chr15	PATL2	0.8447581204960579	44957929	73
chr15	B2M	0.7823292177500911	45003674	40
chr15	TRIM69	1.462723797504771	45021185	661
chr15	C15orf43	2.4598983705447024	45248899	672
chr15	SORD	1.6541050368354189	45315301	349
chr15	DUOX2	1.5680206176057205	45384847	126
chr15	DUOXA2	0.8391984474078346	45406518	18
chr15	DUOXA1	1.7040416615424285	45409568	48
chr15	DUOX1	1.8813616701719806	45422130	177
chr15	SHF	1.3876909488991203	45459411	233
chr15	SLC28A2	1.4921360359358014	45544427	406
chr15	GATM	1.4194308127467588	45653321	271
chr15	SPATA5L1	1.2757454359341236	45694528	86
chr15	C15orf48	0.8911340508835497	45722726	87
chr15	SLC30A4	0.8505961204914171	45771808	195
chr15	BLOC1S6	0.633844239408137	45879320	88
chr15	RP11-96O20.4	0.5500096974068798	45879548	86
chr15	SQRDL	2.2440832407412374	45923345	3231
chr15	FKSG62	2.6984600078840564	47425692	3637
chr15	SEMA6D	2.635621631141406	47476297	3344
chr15	SLC24A5	1.3740674242765563	48413168	378
chr15	MYEF2	0.4886100104306095	48431624	7
chr15	SLC12A1	1.3598386874449913	48483860	347
chr15	DUT	2.791717232998966	48623207	192
chr15	FBN1	2.127493518177961	48700502	975
chr15	CEP152	2.1132048114188007	49005124	405
chr15	SHC4	2.2798737869580274	49115931	547
chr15	EID1	0.4906455683992944	49170082	2
chr15	SECISBP2L	1.7567485790212118	49280672	307
chr15	COPS2	1.810574259769909	49398267	301
chr15	GALK2	1.975259905349863	49447852	749
chr15	FAM227B	2.0435069308569735	49619158	1007
chr15	FGF7	1.9751450516949822	49715292	293
chr15	DTWD1	1.8734270517519318	49913176	494
chr15	ATP8B4	3.041938545356257	50150434	1944
chr15	SLC27A2	2.1982958868193507	50474392	321
chr15	HDC	0.8424918569909341	50534143	135
chr15	GABPB1	1.5259965632123988	50569388	462
chr15	USP8	1.9576410982016272	50716576	482
chr15	USP50	1.303031486653916	50792758	250
chr15	TRPM7	2.658045424962846	50844669	697
chr15	SPPL2A	2.149645434208289	50999505	646
chr15	AP4E1	2.1131963571480012	51200868	699
chr15	TNFAIP8L3	2.118358038636941	51348794	420
chr15	CYP19A1	1.9137362943149783	51500253	778
chr15	GLDN	1.4775922852827597	51633825	470
chr15	DMXL2	2.071847482267166	51739907	802
chr15	SCG3	1.1668803113652304	51973549	288
chr15	LYSMD2	1.8798309409515788	52015207	148
chr15	TMOD2	2.1104982879052145	52043757	360
chr15	TMOD3	1.8129504904085494	52121824	507
chr15	LEO1	1.91253093234946	52230221	76
chr15	MAPK6	2.908836201057778	52244302	575
chr15	BCL2L10	1.9878252631800666	52401459	118
chr15	GNB5	2.5985822256523776	52413116	325
chr15	MYO5C	1.7389251678762996	52484518	489
chr15	MYO5A	2.581781597216035	52599479	1215
chr15	ARPP19	1.4644970130202821	52839241	178
chr15	FAM214A	2.0314442081583666	52873513	625
chr15	ONECUT1	2.7901044743210437	53049636	2094
chr15	WDR72	2.8838673178162146	53805937	4081
chr15	UNC13C	23.56868931952176	54305100	6263
chr15	RSL24D1	3.239879969243527	55473003	1709
chr15	RAB27A	2.2585694703294785	55495163	622
chr15	PIGB	1.4724255170937457	55611157	108
chr15	CCPG1	1.927897221114824	55632229	403
chr15	C15orf65	0.46911545106418795	55700745	7
chr15	DYX1C1	2.038702804326214	55702722	605
chr15	PYGO1	1.8530692618013465	55831087	475
chr15	PRTG	2.5420439617566073	55903743	927
chr15	NEDD4	3.13369611667924	56119119	1441
chr15	RFX7	1.6596986903834745	56379477	945
chr15	TEX9	1.9449926594732612	56536206	814
chr15	MNS1	2.05879327665819	56713741	605
chr15	ZNF280D	1.8843994722216513	56922378	1347
chr15	TCF12	2.491865028695354	57210820	2035
chr15	CGNL1	2.149926259118309	57668164	1428
chr15	GCOM1	1.5821431761991727	57884105	140
chr15	MYZAP	0	57884138	1
chr15	POLR2M	2.570357518354733	57884230	1522
chr15	ALDH1A2	3.983175506332512	58245621	2676
chr15	AQP9	1.832561552387472	58430367	235
chr15	LIPC	2.028918142330898	58702767	849
chr15	ADAM10	1.7079212278833422	58887402	679
chr15	FAM63B	1.6815213607790123	59063390	424
chr15	RNF111	2.059481024853919	59157373	817
chr15	SLTM	1.7686833570904992	59171243	166
chr15	CCNB2	1.2341996125536887	59397276	161
chr15	MYO1E	1.6703723206675207	59427112	1068
chr15	LDHAL6B	0.2387173198959356	59499041	23
chr15	FAM81A	2.5723045841442596	59664891	841
chr15	GCNT3	3.4487208255830217	59887073	371
chr15	GTF2A2	1.1534569252314413	59930260	102
chr15	BNIP2	1.9224322562106781	59951344	835
chr15	FOXB1	2.004714136170005	60296420	1572
chr15	ANXA2	2.939019016433988	60639332	1054
chr15	NARG2	1.6084245160791328	60711807	254
chr15	RORA	2.7838129775232767	60780482	4733
chr15	VPS13C	1.6405363873845087	62144587	2492
chr15	C2CD4A	1.4255589516673934	62359175	290
chr15	C2CD4B	1.6962705849633573	62455733	816
chr15	TLN2	2.845317414124244	62682724	3283
chr15	RP11-625H11.1	0.9592711079853	62929370	34
chr15	TPM1	2.166047543880324	63334830	856
chr15	LACTB	1.8303813989965487	63413998	221
chr15	RPS27L	1.8592437698300377	63418070	232
chr15	RAB8B	3.6856292057680906	63481667	387
chr15	APH1B	1.514051550783557	63568216	177
chr15	CA12	1.7983243609976394	63613576	570
chr15	USP3	2.021292347660392	63796792	676
chr15	FBXL22	1.0383302664022118	63889551	50
chr15	HERC1	2.7655409300220124	63900816	1224
chr15	DAPK2	3.3368316708608257	64199234	1059
chr15	FAM96A	0.60907901652406	64364757	106
chr15	SNX1	1.567348132506257	64386321	221
chr15	SNX22	0.9429123263152569	64443913	43
chr15	PPIB	1.2911501166697168	64448010	33
chr15	CSNK1G1	0.724838428002147	64457715	46
chr15	CTD-2116N17.1	2.0287756571872437	64472546	744
chr15	KIAA0101	1.6631421786019829	64657192	88
chr15	TRIP4	1.3177312440578264	64679946	203
chr15	ZNF609	2.1740749574836737	64752940	754
chr15	OAZ2	2.091657088365722	64979771	141
chr15	RBPMS2	1.8246128685024416	65032090	327
chr15	PIF1	1.875472952481824	65107830	212
chr15	AC069368.3	1.8239000551415385	65134081	252
chr15	PLEKHO2	1.3548696510494622	65134087	140
chr15	ANKDD1A	1.7640526105496872	65204100	301
chr15	SPG21	1.9265126017888727	65255361	175
chr15	MTFMT	1.11337956987231	65294844	230
chr15	SLC51B	0.9623185782971794	65337707	69
chr15	RASL12	2.599239308321391	65345678	130
chr15	KBTBD13	2.1977525343052915	65369153	68
chr15	UBAP1L	1.7069890013959532	65385337	117
chr15	PDCD7	1.9737201137774474	65409716	101
chr15	CLPX	1.4560448868967175	65440556	194
chr15	CILP	1.2359569420709613	65488336	151
chr15	PARP16	3.391016379890952	65526797	432
chr15	IGDCC3	2.158008946613375	65619464	286
chr15	IGDCC4	1.4422402348682166	65673801	213
chr15	DPP8	1.8012632080817257	65734800	392
chr15	PTPLAD1	1.4997552895795927	65822755	213
chr15	VWA9	1.0810480283087656	65871090	129
chr15	SLC24A1	1.5397593555917135	65903703	167
chr15	DENND4A	1.9820364300687574	65950383	241
chr15	RAB11A	2.423499706366952	66018391	627
chr15	MEGF11	2.7475547664128532	66187416	1858
chr15	DIS3L	1.935208929836165	66585554	273
chr15	TIPIN	1.5713874208526357	66628543	216
chr15	MAP2K1	2.1827593158448058	66679154	469
chr15	SNAPC5	1.3226166387508762	66782472	38
chr15	RPL4	1.3563914003071207	66790354	46
chr15	ZWILCH	1.5863834338997185	66797296	210
chr15	LCTL	1.0104772127516544	66839516	154
chr15	RP11-321F6.1	2.139351808307292	66874527	728
chr15	SMAD6	3.243931659717539	66994565	1057
chr15	SMAD3	2.0709710925256144	67356100	1309
chr15	RP11-342M21.2	0.3864784695062313	67435071	16
chr15	AAGAB	1.1539537522109988	67493370	169
chr15	IQCH	2.4482122132804665	67547137	787
chr15	C15orf61	1.8746716589030654	67813405	81
chr15	MAP2K5	2.953032948079654	67835046	1016
chr15	SKOR1	2.3375973020128376	68112041	634
chr15	PIAS1	2.2886466982577964	68346516	909
chr15	CALML4	1.3375755700685343	68483042	7
chr15	RP11-315D16.2	1.972846174706595	68486138	60
chr15	CLN6	2.439992888693311	68499329	251
chr15	FEM1B	2.5727444072888983	68570140	113
chr15	ITGA11	2.9960614900671994	68594049	1011
chr15	CORO2B	2.746395489446656	68871307	1066
chr15	ANP32A	1.8594479640906065	69070873	221
chr15	SPESP1	1.5148864432985945	69110559	290
chr15	NOX5	1.4678420709158781	69222863	547
chr15	GLCE	1.4667390274260539	69452922	511
chr15	PAQR5	1.4454405832526391	69591285	552
chr15	KIF23	0.830404909799015	69706584	104
chr15	RPLP1	2.105423106599374	69745122	1202
chr15	TLE3	2.473437170200201	70340128	3166
chr15	UACA	3.3032950921961963	70946892	1700
chr15	LARP6	2.2445169479632505	71123862	220
chr15	LRRC49	1.7249075758340364	71145577	533
chr15	THAP10	1.2250022919383414	71173680	24
chr15	THSD4	3.0788511340162796	71389290	3346
chr15	CT62	1.3429623228429546	71402582	19
chr15	MYO9A	2.1096913421818764	72114631	1063
chr15	SENP8	1.3021536650120595	72406598	115
chr15	GRAMD2	1.4141739400060562	72452147	165
chr15	PKM	3.2540309831283594	72491369	136
chr15	PARP6	1.260379403288106	72533521	112
chr15	CELF6	3.484784717420356	72577067	255
chr15	HEXA	1.684817133420496	72635774	186
chr15	TMEM202	1.8594102594618545	72690613	173
chr15	ARIH1	2.373368147408433	72766666	556
chr15	GOLGA6B	1.36875820458456	72947078	48
chr15	HIGD2B	1.4928190227397593	72968123	49
chr15	BBS4	2.074761672615785	72978526	221
chr15	ADPGK	2.682835414676844	73043709	636
chr15	NEO1	3.5588266451945616	73344050	1601
chr15	HCN4	1.526311622397762	73612199	410
chr15	C15orf60	2.110952223842367	73735498	544
chr15	NPTN	2.973973639991752	73852354	360
chr15	CD276	2.024910706826982	73976306	299
chr15	C15orf59	1.8551363592027945	74032140	432
chr15	TBC1D21	1.9982879159408187	74165948	492
chr15	LOXL1	2.154320394941609	74218329	311
chr15	STOML1	1.1042731124552017	74275546	101
chr15	PML	1.5736693255671121	74287013	285
chr15	GOLGA6A	1.17168883886566	74362197	49
chr15	ISLR2	1.1983534822833786	74392651	121
chr15	RP11-247C2.2	1.142194862413058	74418255	14
chr15	ISLR	0.9208694245977757	74466011	85
chr15	STRA6	1.3678931192839814	74471806	152
chr15	CCDC33	2.1125543136407345	74509612	584
chr15	CYP11A1	1.6747902566345791	74630099	236
chr15	SEMA7A	1.0598856227766005	74701629	216
chr15	UBL7	1.4178900268310535	74738317	210
chr15	ARID3B	1.621738405319206	74833517	310
chr15	CLK3	1.6797955347932323	74890840	101
chr15	EDC3	1.5180631590858649	74922898	172
chr15	CYP1A1	1.3705343336327551	75011882	96
chr15	CYP1A2	1.7724397813843156	75041184	143
chr15	CSK	0.9962078418078819	75074397	135
chr15	LMAN1L	1.0747833399812143	75105056	77
chr15	CPLX3	0.9057700189014887	75118887	21
chr15	ULK3	0.9421361887954306	75128456	36
chr15	SCAMP2	1.049222469868446	75136070	122
chr15	MPI	0.9755594881388515	75182345	69
chr15	FAM219B	0.9655359888511621	75192327	35
chr15	COX5A	1.0444690664791587	75212131	116
chr15	RPP25	0.9522035136104607	75246756	27
chr15	SCAMP5	1.217632737274669	75249559	237
chr15	PPCDC	1.8765894081375043	75315895	513
chr15	C15orf39	2.2035325191508837	75487983	264
chr15	GOLGA6C	0.7823555281036488	75550939	43
chr15	GOLGA6D	1.4379118376165352	75575175	84
chr15	COMMD4	1.6272665361166885	75628231	109
chr15	NEIL1	1.0223902405010616	75639295	28
chr15	MAN2C1	0.8434750777670508	75648132	49
chr15	SIN3A	1.2208531857534501	75661719	217
chr15	PTPN9	1.9840077086651329	75759461	321
chr15	SNUPN	2.0247755074323273	75890423	144
chr15	IMP3	1.4239421280811322	75931425	51
chr15	SNX33	1.4531452994878817	75940246	63
chr15	CSPG4	1.7809685165727105	75966662	221
chr15	AC105020.1	0.6656809814604736	75970671	11
chr15	ODF3L1	1.74451281347251	76016317	59
chr15	AC019294.1	1.2996398747300721	76030310	351
chr15	UBE2Q2	1.8479594576589946	76135621	370
chr15	FBXO22	1.005889263257802	76196199	103
chr15	NRG4	1.161458800987487	76228309	450
chr15	C15orf27	1.9212822486408754	76352177	638
chr15	ETFA	1.4335318666700603	76507695	385
chr15	ISL2	1.5483977566670208	76629064	67
chr15	SCAPER	2.202899421035843	76640525	1782
chr15	RCN2	1.9585323068181344	77223959	134
chr15	PSTPIP1	1.5915124217181165	77285699	309
chr15	TSPAN3	0.8738620962348944	77336358	155
chr15	PEAK1	1.6316089713073894	77400470	889
chr15	HMG20A	2.291431243941382	77712753	463
chr15	LINGO1	2.6332372119132486	77905368	1805
chr15	TBC1D2B	2.292641913575215	78276377	1223
chr15	SH2D7	3.905036507586342	78370149	123
chr15	CIB2	1.6557433416914744	78396947	146
chr15	IDH3A	1.351163015080036	78423839	140
chr15	ACSBG1	1.6235398437192619	78459809	424
chr15	DNAJA4	1.3430981863774287	78556427	134
chr15	WDR61	1.7153504819757255	78570176	157
chr15	CRABP1	1.2931602227935215	78632665	382
chr15	IREB2	1.2346064116225863	78729772	449
chr15	HYKK	0.9694205158998883	78799905	131
chr15	AC027228.1	0.40219186832907794	78830022	5
chr15	PSMA4	1.062924149773644	78832746	92
chr15	CHRNA5	1.1086677517380203	78857861	162
chr15	CHRNA3	1.5126975572765606	78885393	181
chr15	CHRNB4	1.906165231121725	78916460	609
chr15	ADAMTS7	1.8374296197287687	79051544	417
chr15	MORF4L1	3.6314806856131114	79102828	519
chr15	CTSH	3.2843199920146393	79213399	210
chr15	RASGRF1	2.476399189293738	79252288	788
chr15	ANKRD34C	2.2411448571042833	79575145	485
chr15	TMED3	2.0049069150059586	79603403	612
chr15	KIAA1024	2.970571577513307	79724857	1290
chr15	MTHFS	1.8640282056779924	80125926	1283
chr15	ST20-MTHFS	1.3018785669679551	80137536	259
chr15	ST20	1.7067545990404878	80191181	223
chr15	C15orf37	1.5990339709924737	80215112	6
chr15	C15ORF37	1.706144861284837	80215506	115
chr15	BCL2A1	2.0636536741173197	80253230	306
chr15	ZFAND6	2.112841989457655	80351909	533
chr15	FAH	2.263507087081739	80444831	639
chr15	RP11-210M15.2	2.508655117890417	80637194	886
chr15	ARNT2	2.422083305015898	80696691	1071
chr15	ABHD17C	1.8641584208172233	80972024	604
chr15	KIAA1199	1.9982922418200442	81071683	592
chr15	RP11-351M8.1	0.6199769933510951	81188531	34
chr15	MESDC2	1.3698590371599155	81239666	173
chr15	MESDC1	1.4018236280221616	81293294	39
chr15	C15orf26	1.8134448238527068	81299373	575
chr15	IL16	1.981411833398504	81451915	674
chr15	STARD5	1.2442760307240612	81601393	95
chr15	TMC3	2.5247255225546295	81623557	1576
chr15	MEX3B	2.8157004625367206	82334118	1781
chr15	RP11-597K23.2	2.0683382520123494	82380934	289
chr15	EFTUD1	2.165098849681608	82422570	722
chr15	FAM154B	1.0428114079523672	82555150	119
chr15	GOLGA6L10	0.4098673413853746	82635129	8
chr15	GOLGA6L9	0.8078173938834972	83098709	19
chr15	RPS17	0.7179264821067513	82821157	7
chr15	RP13-996F3.5	0.56601746985801	82930437	18
chr15	RP13-996F3.4	0.5933576446492335	83011378	28
chr15	RPS17L	0.42599421162928797	83205503	10
chr15	CPEB1	1.661896264866257	83211950	537
chr15	AP3B2	1.778705763997523	83328032	346
chr15	FSD2	1.6595380378081712	83424113	336
chr15	WHAMM	2.1533462529328156	83478379	155
chr15	HOMER2	2.351431187492879	83509837	568
chr15	FAM103A1	0.8013621543665802	83654958	7
chr15	C15orf40	0.9299806144017119	83657192	104
chr15	BTBD1	1.8589800301404675	83685173	316
chr15	TM6SF1	1.5203843859428516	83776158	94
chr15	HDGFRP3	2.7651563590237616	83784319	356
chr15	BNC1	2.152307679603796	83924654	417
chr15	SH3GL3	1.9823240464596887	84115979	931
chr15	ADAMTSL3	2.2594636274472912	84322837	1913
chr15	RP11-182J1.16	1.6071325273269972	84841241	250
chr15	GOLGA6L4	1.3673585007429032	84904524	521
chr15	ZSCAN2	2.4873369455593908	85144216	512
chr15	WDR73	0.9893439322092549	85185998	86
chr15	NMB	1.0708233248776484	85198359	54
chr15	SEC11A	1.4480744903976435	85212774	253
chr15	ZNF592	2.0373839869344574	85291865	333
chr15	ALPK3	1.3508102549411602	85359910	343
chr15	SLC28A1	1.7015989122671602	85427884	697
chr15	PDE8A	2.2742720837349117	85523670	1285
chr15	AKAP13	2.5936932091057945	85923801	2562
chr15	KLHL25	2.610942059561683	86302553	1442
chr15	AGBL1	2.6479140024984145	86685226	8464
chr15	NTRK3	3.4552772850873277	88418229	3956
chr15	MRPL46	1.4317125992571047	89002706	339
chr15	MRPS11	1.23356930553589	89010683	78
chr15	DET1	1.4225966765690283	89054789	415
chr15	AEN	1.279684378716088	89164526	270
chr15	ISG20	1.3194550965171483	89179383	557
chr15	ACAN	1.7095646863345029	89346673	599
chr15	HAPLN3	1.14195692797973	89420518	138
chr15	MFGE8	2.020026643522343	89441915	648
chr15	ABHD2	1.6550205485465925	89630689	925
chr15	RLBP1	1.1799956931916822	89753099	124
chr15	FANCI	1.5523319722058182	89787179	347
chr15	POLG	1.4037482782930586	89859533	343
chr15	RHCG	1.2708595185144755	89998679	556
chr15	TICRR	1.3481668705299166	90118712	351
chr15	KIF7	1.3894015792398269	90152019	229
chr15	PLIN1	1.055218359805389	90207595	79
chr15	PEX11A	0.7865061497799557	90220994	50
chr15	WDR93	1.728755668593423	90234027	266
chr15	MESP1	1.519044972261682	90291891	73
chr15	MESP2	1.6809376847834643	90303821	179
chr15	ANPEP	1.4736684779380056	90328119	249
chr15	AP3S2	1.9587139274812377	90373830	44
chr15	C15orf38-AP3S2	1.9671476370519065	90377539	242
chr15	C15orf38	1.596426538249245	90443158	143
chr15	ZNF710	2.7482596046349768	90544623	350
chr15	IDH2	2.6669942979018955	90626276	252
chr15	SEMA4B	1.9668859908256162	90703835	541
chr15	CIB1	1.0069289949394844	90773206	31
chr15	GDPGP1	2.5771902783278975	90777039	59
chr15	TTLL13	0.7743651194969944	90792761	27
chr15	RP11-697E2.6	1.4004214772983066	90792787	103
chr15	NGRN	1.706301632348326	90808890	161
chr15	GABARAPL3	2.671528653896716	90890818	336
chr15	ZNF774	1.914227932365436	90895476	166
chr15	IQGAP1	3.602350196981357	90931449	659
chr15	CRTC3	1.9376023010092471	91073156	732
chr15	BLM	1.7402843064141205	91260557	689
chr15	FURIN	2.386142328249587	91411821	125
chr15	FES	1.4676100208265215	91426924	71
chr15	MAN2A2	1.5730920365257055	91445447	164
chr15	UNC45A	2.0203601326374425	91473409	131
chr15	HDDC3	0.33640554162138653	91474147	12
chr15	RCCD1	1.5828306743467884	91498099	61
chr15	PRC1	2.3901922306712975	91509269	186
chr15	VPS33B	2.4421717073288765	91541645	437
chr15	SV2B	2.938148093407	91643179	2531
chr15	SLCO3A1	2.4821261288891447	92396924	3411
chr15	ST8SIA2	2.524513317080669	92937057	877
chr15	C15orf32	2.031107700060855	93014883	631
chr15	FAM174B	2.328879016438588	93160672	1783
chr15	CHD2	2.8444999941772062	93426525	961
chr15	RGMA	3.1858250147832803	93586635	774
chr15	AC112693.2	3.3730378971282042	93749294	3837
chr15	MCTP2	3.4522142220894834	94774766	7800
chr15	AC016251.1	2.524994562071904	96831279	4131
chr15	NR2F2	1.5621622700281952	96869166	76
chr15	AC087477.1	1.8989888262330958	96904486	760
chr15	SPATA8	2.58677569904483	97326618	3311
chr15	LINC00923	1.8566635035852639	98285447	3342
chr15	ARRDC4	3.081771967856509	98462783	2111
chr15	FAM169B	2.5311241565270555	98980390	2140
chr15	IGF1R	2.6479854415626036	99192199	1908
chr15	PGPEP1L	2.5696588350954066	99511458	459
chr15	SYNM	1.6509246073774373	99638419	472
chr15	TTC23	1.5448322059444837	99676527	459
chr15	LRRC28	2.363412819029297	99791566	779
chr15	AC022819.2	0	99859299	2
chr15	MEF2A	1.7589643149057013	100017369	1122
chr15	AC015660.1	0.13119045530821904	100038446	2
chr15	DKFZP779J2370	0.7356143261121518	100255907	13
chr15	LYSMD4	1.1157876726368343	100255901	378
chr15	CTD-2054N24.2	3.1851573224797223	100347227	1186
chr15	ADAMTS17	3.104813451586329	100511793	3058
chr15	CERS3	2.848002301976259	100940599	1183
chr15	LINS	1.8975388516165659	101099573	412
chr15	ASB7	1.8603633049613872	101142738	862
chr15	ALDH1A3	2.0465302567465984	101417918	693
chr15	LRRK1	1.8956699732735391	101459419	1121
chr15	CHSY1	2.7032383105753337	101715927	748
chr15	VIMP	2.374358351007098	101811021	104
chr15	SNRPA1	2.6813044752559816	101821714	107
chr15	PCSK6	2.3507206488382333	101840817	1762
chr15	TM2D3	1.5040798065958105	102161846	389
chr15	TARSL2	1.5791155577490623	102193800	247
chr15	RP11-89K11.1	1.4396473455657997	102277301	120
chr15	OR4F6	1.148094362264108	102345901	147
chr15	OR4F15	1.4200975601027972	102358365	204
chr15	OR4F4	1.295081135852514	102462244	63
chr16	WASH4P	0	64042	2
chr16	POLR3K	1.500013412461435	96406	120
chr16	SNRNP25	0.6681234563130831	103009	18
chr16	RHBDF1	1.6129698614433405	108057	76
chr16	MPG	1.371833894625033	127005	35
chr16	NPRL3	2.0418658460788106	134272	221
chr16	HBZ	0.6798495579807742	202685	34
chr16	HBM	1.0792267624944318	203890	53
chr16	HBA2	0.7628711508809005	222845	10
chr16	HBA1	0.3300521306022439	226678	9
chr16	HBQ1	0.7134806586640188	230451	20
chr16	LUC7L	1.1143182667954006	238967	155
chr16	ITFG3	1.8298615478272726	299545	194
chr16	RGS11	0.025532061296746206	318299	3
chr16	ARHGDIG	0.9681594762301236	318725	117
chr16	PDIA2	1.6920656101396243	333151	68
chr16	AXIN1	1.9963843904091445	337439	481
chr16	MRPL28	1.2374144557599043	417383	116
chr16	TMEM8A	1.840652415586161	420772	177
chr16	NME4	2.796798434857504	446724	87
chr16	DECR2	1.7277428772630152	451825	90
chr16	RAB11FIP3	1.8681953409205332	475618	473
chr16	CAPN15	1.6857324013712776	577716	170
chr16	C16orf11	0.8941867664081813	610421	48
chr16	PIGQ	1.13505661958323	616994	114
chr16	NHLRC4	0.1361717487014262	616995	7
chr16	RAB40C	1.2324271145415144	639356	207
chr16	WFIKKN1	0.8573821825620991	679238	42
chr16	C16orf13	0.7127403570326014	684428	25
chr16	FAM195A	0.6180892914973948	691812	27
chr16	WDR90	0.9609747385051078	699310	150
chr16	RHOT2	0.7449591804086722	718085	58
chr16	RHBDL1	0.4970501293869312	725665	14
chr16	STUB1	0.4409592372880062	730223	9
