chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr13	30914406	30948036	-	100188949	LINC00426	268	4.85199181E-1	DAVIES_SUCCESS
chr13	31032878	31191510	-	3146	HMGB1	375	9.57877351E-2	DAVIES_SUCCESS
chr13	31191829	31233686	+	10208	USPL1	240	1.59023468E-1	DAVIES_SUCCESS
chr13	31287614	31338565	+	241	ALOX5AP	428	3.43610886E-2	DAVIES_SUCCESS
chr13	31377342	31384782	+	100874158	LINC00398	202	6.2714456E-1	DAVIES_SUCCESS
chr13	31456971	31506745	-	100507064	TEX26-AS1	319	9.43836096E-1	DAVIES_SUCCESS
chr13	31480311	31499709	+	84935	MEDAG	282	9.26683857E-1	DAVIES_SUCCESS
chr13	31506833	31549153	+	122046	TEX26	345	6.41143489E-1	DAVIES_SUCCESS
chr13	31710762	31736502	-	10808	HSPH1	314	8.36915782E-1	DAVIES_SUCCESS
chr13	31774111	31906411	+	145173	B3GALTL	446	5.36409401E-1	DAVIES_SUCCESS
chr13	32313678	32377009	+	122042	RXFP2	314	4.31132766E-1	DAVIES_SUCCESS
chr13	32420919	32533721	+	196549	EEF1DP3	434	4.79280717E-1	DAVIES_SUCCESS
chr13	32605436	32870776	+	10129	FRY	705	5.8434554E-1	DAVIES_SUCCESS
chr13	32877907	32886091	-	646799	ZAR1L	199	7.89820072E-1	DAVIES_SUCCESS
chr13	32889616	32973809	+	675	BRCA2	304	8.41605969E-1	DAVIES_SUCCESS
chr13	32974859	33002315	-	90634	N4BP2L1	166	7.79803805E-1	DAVIES_SUCCESS
chr13	33006929	33112936	-	10443	N4BP2L2	239	3.85059404E-1	DAVIES_SUCCESS
chr13	33070350	33072629	-	100462953	MINOS1P1	104	2.40294026E-1	DAVIES_SUCCESS
chr13	33078642	33083532	-	116828	N4BP2L2-IT2	107	2.35049671E-1	DAVIES_SUCCESS
chr13	33160563	33352158	+	23047	PDS5B	377	3.61058606E-1	DAVIES_SUCCESS
chr13	33383327	33485790	-	100874167	LINC00423	243	1.76839517E-1	DAVIES_SUCCESS
chr13	33590200	33640282	+	9365	KL	434	4.30789352E-1	DAVIES_SUCCESS
chr13	33677271	34250932	-	90627	STARD13	1284	8.58336111E-1	DAVIES_SUCCESS
chr13	33851690	33855471	+	100874241	STARD13-AS	189	6.7501966E-1	DAVIES_SUCCESS
chr13	34392205	34540695	+	5983	RFC3	428	1.25807781E-1	DAVIES_SUCCESS
chr13	35009590	35214822	-	100874179	LINC00457	519	2.74508446E-1	DAVIES_SUCCESS
chr13	35516423	36246874	+	26960	NBEA	1348	5.54977332E-1	DAVIES_SUCCESS
chr13	36047925	36515382	-	100302239	MIR548F5	1478	3.58307934E-1	DAVIES_SUCCESS
chr13	36342788	36705514	-	9201	DCLK1	1204	7.10051733E-3	DAVIES_SUCCESS
chr13	36742344	36871992	-	100526761	CCDC169-SOHLH2	717	8.54908164E-2	DAVIES_SUCCESS
chr13	36801178	36871992	-	728591	CCDC169	539	1.34398699E-1	DAVIES_SUCCESS
chr13	36875774	36944317	-	23111	SPG20	458	1.4912626E-1	DAVIES_SUCCESS
chr13	36920567	36943872	+	100507135	SPG20OS	269	2.42968184E-1	DAVIES_SUCCESS
chr13	37005656	37017019	+	8900	CCNA1	217	5.16907282E-1	DAVIES_SUCCESS
chr13	37248048	37271975	+	400120	SERTM1	173	9.64084975E-1	DAVIES_SUCCESS
chr13	37393338	37403740	+	5994	RFXAP	224	8.84857637E-1	DAVIES_SUCCESS
chr13	37418967	37494409	-	4093	SMAD9	259	2.00067955E-1	DAVIES_SUCCESS
chr13	37523907	37573504	-	29880	ALG5	172	2.10371059E-2	DAVIES_SUCCESS
chr13	37574677	37583751	+	11340	EXOSC8	115	1.71833259E-2	DAVIES_SUCCESS
chr13	37583450	37633850	-	55578	SUPT20H	214	3.91948289E-3	DAVIES_SUCCESS
chr13	37677396	37679801	-	122011	CSNK1A1L	174	5.85202262E-4	DAVIES_SUCCESS
chr13	38109076	38125673	+	400121	LINC00547	354	1.01017663E-1	DAVIES_SUCCESS
chr13	38136718	38183563	-	10631	POSTN	473	1.11373302E-1	DAVIES_SUCCESS
chr13	38210772	38443939	-	7223	TRPC4	882	5.24652557E-1	DAVIES_SUCCESS
chr13	38624953	38717369	-	100874188	LINC00571	397	9.82731399E-1	DAVIES_SUCCESS
chr13	38923941	38937143	+	51569	UFM1	35	8.01897845E-1	DAVIES_SUCCESS
chr13	39141860	39153653	+	100874147	LINC00366	130	9.50530445E-1	DAVIES_SUCCESS
chr13	39261172	39461267	+	341640	FREM2	600	4.53655641E-2	DAVIES_SUCCESS
chr13	39540061	39564996	-	161003	STOML3	374	2.85336353E-2	DAVIES_SUCCESS
chr13	39584001	39612213	-	80209	PROSER1	266	1.21395624E-1	DAVIES_SUCCESS
chr13	39612447	39624244	+	387921	NHLRC3	173	2.32072344E-1	DAVIES_SUCCESS
chr13	39917028	40177356	-	10186	LHFP	878	5.50029424E-2	DAVIES_SUCCESS
chr13	40229763	40365802	+	57511	COG6	509	1.44684426E-1	DAVIES_SUCCESS
chr13	40238170	40238272	-	100422940	MIR4305	285	1.49260095E-1	DAVIES_SUCCESS
chr13	40755945	40763167	+	100874127	LINC00332	265	3.38955369E-1	DAVIES_SUCCESS
chr13	40768645	40794639	-	400123	LINC00548	321	1.83961244E-1	DAVIES_SUCCESS
chr13	40921270	41055143	-	646982	LINC00598	498	5.39774941E-1	DAVIES_SUCCESS
chr13	41048130	41240734	-	2308	FOXO1	483	4.50095787E-1	DAVIES_SUCCESS
chr13	41301963	41302011	-	100313896	MIR320D1	118	3.66514351E-1	DAVIES_SUCCESS
chr13	41303431	41345347	-	10240	MRPS31	197	2.24586378E-1	DAVIES_SUCCESS
chr13	41363546	41386596	+	10166	SLC25A15	190	1.71599994E-1	DAVIES_SUCCESS
chr13	41371120	41495910	-	100616668	TPTE2P5	435	1.57728498E-1	DAVIES_SUCCESS
chr13	41384901	41384997	+	693206	MIR621	163	1.58529264E-1	DAVIES_SUCCESS
chr13	41486024	41495910	-	283507	SUGT1P3	258	1.74089498E-1	DAVIES_SUCCESS
chr13	41506054	41593508	-	1997	ELF1	277	1.29253123E-1	DAVIES_SUCCESS
chr13	41635696	41658139	+	11193	WBP4	125	4.72292299E-1	DAVIES_SUCCESS
chr13	41701708	41706936	-	89890	KBTBD6	98	7.87676957E-1	DAVIES_SUCCESS
chr13	41765710	41768702	-	84078	KBTBD7	122	4.3617116E-1	DAVIES_SUCCESS
chr13	41790515	41837742	-	9617	MTRF1	260	2.64032126E-1	DAVIES_SUCCESS
chr13	41885340	41951166	+	79612	NAA16	383	2.65355023E-1	DAVIES_SUCCESS
chr13	42016699	42017902	+	100506759	OR7E37P	262	5.21300779E-1	DAVIES_SUCCESS
chr13	42031541	42045013	+	28984	RGCC	295	4.84068979E-1	DAVIES_SUCCESS
chr13	42140960	42535221	-	23078	VWA8	762	1.49003131E-2	DAVIES_SUCCESS
chr13	42142421	42142531	-	100847026	MIR5006	241	5.58654388E-1	DAVIES_SUCCESS
chr13	42535304	42555701	+	100507240	VWA8-AS1	200	2.77876358E-3	DAVIES_SUCCESS
chr13	42614171	42830716	+	160851	DGKH	851	2.64281924E-1	DAVIES_SUCCESS
chr13	42846288	42897403	+	11215	AKAP11	339	6.46623017E-1	DAVIES_SUCCESS
chr13	43136871	43182149	+	8600	TNFSF11	261	3.6647088E-1	DAVIES_SUCCESS
chr13	43355685	43365685	+	144809	FAM216B	249	9.35110861E-1	DAVIES_SUCCESS
chr13	43460523	43566407	-	94240	EPSTI1	529	9.94449603E-1	DAVIES_SUCCESS
chr13	43597361	43683306	+	29103	DNAJC15	374	8.95860577E-1	DAVIES_SUCCESS
chr13	43787665	44361116	-	55068	ENOX1	1310	1.59584174E-1	DAVIES_SUCCESS
chr13	44410488	44453826	-	160857	CCDC122	323	1.57261371E-1	DAVIES_SUCCESS
chr13	44453419	44468068	+	144811	LACC1	282	2.08002876E-1	DAVIES_SUCCESS
chr13	44596470	44604599	+	121838	LINC00284	149	7.83468376E-1	DAVIES_SUCCESS
chr13	44720605	44732358	-	100874377	SMIM2-IT1	131	6.87047711E-1	DAVIES_SUCCESS
chr13	44947977	44971850	+	387923	SERP2	188	2.11530666E-1	DAVIES_SUCCESS
chr13	45006278	45150701	-	8848	TSC22D1	340	3.95313899E-1	DAVIES_SUCCESS
chr13	45150031	45154568	+	641467	TSC22D1-AS1	101	2.46786518E-1	DAVIES_SUCCESS
chr13	45373639	45383766	-	144817	LINC00330	236	3.40123155E-3	DAVIES_SUCCESS
chr13	45513383	45563613	-	26747	NUFIP1	151	6.50279728E-1	DAVIES_SUCCESS
chr13	45563686	45607743	+	55425	KIAA1704	142	8.6730017E-1	DAVIES_SUCCESS
chr13	45694630	45858239	+	2963	GTF2F2	395	5.33413852E-1	DAVIES_SUCCESS
chr13	45766987	45775175	-	386618	KCTD4	127	3.38720703E-1	DAVIES_SUCCESS
chr13	45911303	45915297	-	7178	TPT1	213	9.24517551E-1	DAVIES_SUCCESS
chr13	45911614	45911744	-	677814	SNORA31	211	9.23796481E-1	DAVIES_SUCCESS
chr13	45915479	45965618	+	100190939	TPT1-AS1	300	9.61348921E-1	DAVIES_SUCCESS
chr13	45967453	45992516	-	253512	SLC25A30	232	9.32635434E-1	DAVIES_SUCCESS
chr13	46039029	46110833	+	83548	COG3	396	7.76217791E-1	DAVIES_SUCCESS
chr13	46115431	46189874	-	220081	FAM194B	303	6.87680212E-1	DAVIES_SUCCESS
chr13	46276445	46288693	+	220082	SPERT	181	2.1234842E-1	DAVIES_SUCCESS
chr13	46354415	46425846	-	283514	SIAH3	487	3.98978343E-1	DAVIES_SUCCESS
chr13	46529804	46626894	-	23091	ZC3H13	427	7.38554907E-2	DAVIES_SUCCESS
chr13	46626982	46675482	+	100509894	CPB2-AS1	368	1.16053418E-1	DAVIES_SUCCESS
chr13	46627321	46679211	-	1361	CPB2	374	1.18072517E-1	DAVIES_SUCCESS
chr13	46700057	46756459	-	3936	LCP1	339	4.8287756E-1	DAVIES_SUCCESS
chr13	46870579	46871979	-	100861554	LINC00563	157	3.63300669E-1	DAVIES_SUCCESS
chr13	46916136	47012325	-	80183	KIAA0226L	357	8.12415848E-1	DAVIES_SUCCESS
chr13	47127295	47327175	+	23143	LRCH1	652	8.15580154E-1	DAVIES_SUCCESS
chr13	47345390	47371367	-	2098	ESD	204	6.78592468E-1	DAVIES_SUCCESS
chr13	47405676	47471211	-	3356	HTR2A	416	8.09414215E-1	DAVIES_SUCCESS
chr13	48516790	48612125	-	8803	SUCLA2	567	5.1139512E-1	DAVIES_SUCCESS
chr13	48611702	48621282	+	55270	NUDT15	293	5.70935704E-1	DAVIES_SUCCESS
chr13	48649863	48669277	-	29079	MED4	314	4.80975104E-1	DAVIES_SUCCESS
chr13	48651272	48654129	+	100873965	MED4-AS1	263	5.07624284E-1	DAVIES_SUCCESS
chr13	48807273	48836232	+	9445	ITM2B	116	1.36131604E-1	DAVIES_SUCCESS
chr13	48870648	48877797	-	100862704	LINC00441	64	2.65975652E-1	DAVIES_SUCCESS
chr13	48877882	49056026	+	5925	RB1	125	2.41897385E-1	DAVIES_SUCCESS
chr13	48963706	49018840	-	10161	LPAR6	62	2.8442789E-1	DAVIES_SUCCESS
chr13	49063098	49110118	-	1102	RCBTB2	57	1.3362014E-1	DAVIES_SUCCESS
chr13	49151109	49155037	-	100129597	LINC00462	141	9.79288219E-2	DAVIES_SUCCESS
chr13	49280952	49283498	+	57105	CYSLTR2	201	1.75150493E-1	DAVIES_SUCCESS
chr13	49550047	49783915	+	22862	FNDC3A	296	1.32578011E-1	DAVIES_SUCCESS
chr13	49794473	49796513	+	2862	MLNR	86	3.12770327E-1	DAVIES_SUCCESS
chr13	49822046	49867622	+	81602	CDADC1	171	5.37871831E-1	DAVIES_SUCCESS
chr13	49882785	50018221	-	81617	CAB39L	451	3.29256034E-1	DAVIES_SUCCESS
chr13	50018428	50069139	+	83852	SETDB2	362	7.11142843E-1	DAVIES_SUCCESS
chr13	50069800	50103117	+	51131	PHF11	394	8.40695019E-1	DAVIES_SUCCESS
chr13	50106081	50159719	-	55213	RCBTB1	543	8.51018977E-1	DAVIES_SUCCESS
chr13	50202434	50208008	+	115761	ARL11	317	9.05626239E-1	DAVIES_SUCCESS
chr13	50234809	50265623	-	84650	EBPL	314	9.1065063E-1	DAVIES_SUCCESS
chr13	50273442	50367057	-	3839	KPNA3	449	9.30263412E-1	DAVIES_SUCCESS
chr13	50464544	50467516	+	220429	CTAGE10P	264	7.28441005E-1	DAVIES_SUCCESS
chr13	50486841	50510625	-	57213	SPRYD7	226	3.60810914E-1	DAVIES_SUCCESS
chr13	50556687	50699677	-	8847	DLEU2	300	8.81337409E-2	DAVIES_SUCCESS
chr13	50570550	50570637	-	100500908	MIR3613	122	1.3442157E-1	DAVIES_SUCCESS
chr13	50571142	50592603	+	10206	TRIM13	145	1.25204483E-1	DAVIES_SUCCESS
chr13	50589389	50595058	+	283518	KCNRG	121	1.38482051E-1	DAVIES_SUCCESS
chr13	50623108	50623337	-	406950	MIR16-1	102	1.3653693E-1	DAVIES_SUCCESS
chr13	50656413	51102670	+	10301	DLEU1	898	1.6177353E-1	DAVIES_SUCCESS
chr13	50746153	50747751	+	145165	ST13P4	162	2.46882215E-2	DAVIES_SUCCESS
chr13	51286758	51417885	-	220107	DLEU7	470	2.96353167E-2	DAVIES_SUCCESS
chr13	51381990	51424041	+	100874074	DLEU7-AS1	276	3.9452772E-2	DAVIES_SUCCESS
chr13	51456514	51484848	-	100874255	RNASEH2B-AS1	211	9.17697994E-2	DAVIES_SUCCESS
chr13	51483813	51544596	+	79621	RNASEH2B	298	1.04667006E-1	DAVIES_SUCCESS
chr13	51568646	51654998	-	2974	GUCY1B2	391	7.80666176E-1	DAVIES_SUCCESS
chr13	51658150	51746524	-	647166	LINC00371	451	9.92518438E-1	DAVIES_SUCCESS
chr13	51796469	51858377	+	220108	FAM124A	271	7.57815633E-1	DAVIES_SUCCESS
chr13	51915167	51938418	+	647174	SERPINE3	102	7.79518412E-1	DAVIES_SUCCESS
chr13	51922702	51922775	-	100847003	MIR5693	81	8.26525369E-1	DAVIES_SUCCESS
chr13	51935700	52027275	-	26512	INTS6	177	9.189058E-1	DAVIES_SUCCESS
chr13	52126724	52126803	+	100616423	MIR4703	105	9.35047479E-1	DAVIES_SUCCESS
chr13	52158483	52336171	+	115825	WDFY2	245	8.61845082E-1	DAVIES_SUCCESS
chr13	52342128	52378298	-	79758	DHRS12	187	5.26672303E-1	DAVIES_SUCCESS
chr13	52387482	52419286	-	283521	LINC00282	197	2.81679398E-1	DAVIES_SUCCESS
chr13	52436116	52440372	+	83446	CCDC70	170	2.47960222E-1	DAVIES_SUCCESS
chr13	52506805	52585630	-	540	ATP7B	282	6.80313316E-1	DAVIES_SUCCESS
chr13	52586522	52607736	+	9724	UTP14C	175	8.47387235E-1	DAVIES_SUCCESS
chr13	52638899	52703214	-	341676	NEK5	191	9.54830039E-1	DAVIES_SUCCESS
chr13	52706778	52733996	-	4752	NEK3	117	9.81609778E-1	DAVIES_SUCCESS
chr13	52741844	52865680	-	100887750	MRPS31P5	124	9.96149173E-1	DAVIES_SUCCESS
chr13	52951302	52980629	-	55901	THSD1	59	8.71212055E-1	DAVIES_SUCCESS
chr13	52986736	53024763	-	51028	VPS36	67	8.60923964E-1	DAVIES_SUCCESS
chr13	53029494	53050763	+	26586	CKAP2	62	8.84891003E-1	DAVIES_SUCCESS
chr13	53063127	53161225	+	220115	TPTE2P3	126	9.95931207E-1	DAVIES_SUCCESS
chr13	53191604	53217919	+	144983	HNRNPA1L2	116	9.99571651E-1	DAVIES_SUCCESS
chr13	53226830	53262433	+	10910	SUGT1	115	9.43734326E-1	DAVIES_SUCCESS
chr13	53277399	53313947	-	11061	LECT1	160	4.43543675E-1	DAVIES_SUCCESS
chr13	53384184	53384275	+	100313778	MIR759	266	2.11595346E-1	DAVIES_SUCCESS
chr13	53418108	53422775	-	5100	PCDH8	266	2.63748966E-1	DAVIES_SUCCESS
chr13	53602875	53626196	+	10562	OLFM4	279	6.64288109E-1	DAVIES_SUCCESS
chr13	54389553	54450254	+	100861552	LINC00558	249	5.40436173E-1	DAVIES_SUCCESS
chr13	54886106	54886183	-	100302187	MIR1297	190	9.21781469E-1	DAVIES_SUCCESS
chr13	55748588	55748683	+	100846996	MIR5007	284	8.20787511E-1	DAVIES_SUCCESS
chr13	57715051	57731216	+	729246	PRR20D	200	9.17952832E-1	DAVIES_SUCCESS
chr13	57734765	57737787	+	729233	PRR20B	125	8.80673062E-1	DAVIES_SUCCESS
chr13	57741330	57744352	+	729250	PRR20E	122	8.79056899E-1	DAVIES_SUCCESS
chr13	58205788	58303065	+	27253	PCDH17	301	7.30898532E-1	DAVIES_SUCCESS
chr13	60239720	60738119	-	81624	DIAPH3	971	8.54495576E-1	DAVIES_SUCCESS
chr13	60586884	60618490	+	100874195	DIAPH3-AS1	205	7.85794939E-1	DAVIES_SUCCESS
chr13	60718831	60727639	+	100874196	DIAPH3-AS2	183	7.50126942E-1	DAVIES_SUCCESS
chr13	60970590	61148013	+	81550	TDRD3	637	8.52787594E-1	DAVIES_SUCCESS
chr13	61773931	61774014	-	100422973	MIR3169	333	8.25970167E-1	DAVIES_SUCCESS
chr13	61983818	62002079	-	64881	PCDH20	281	1.65365792E-1	DAVIES_SUCCESS
chr13	64311567	64316701	+	283491	OR7E156P	98	2.86813872E-1	DAVIES_SUCCESS
chr13	66876965	67804468	-	5101	PCDH9	1757	5.11265537E-2	DAVIES_SUCCESS
chr13	67399300	67489163	+	100874064	PCDH9-AS2	238	1.29520401E-1	DAVIES_SUCCESS
chr13	67551520	67559908	+	100874086	PCDH9-AS3	181	4.53757405E-2	DAVIES_SUCCESS
chr13	69435416	69459457	-	338862	LINC00550	400	7.55944135E-1	DAVIES_SUCCESS
chr13	70274724	70682625	-	57626	KLHL1	1420	1.32302197E-1	DAVIES_SUCCESS
chr13	70681344	70713885	+	6315	ATXN8OS	340	8.30249856E-1	DAVIES_SUCCESS
chr13	71589272	71742549	+	100885781	LINC00348	618	7.83288225E-1	DAVIES_SUCCESS
chr13	72012097	72441330	-	1602	DACH1	505	8.6858029E-1	DAVIES_SUCCESS
chr13	73282494	73301938	-	440145	MZT1	264	6.94459813E-1	DAVIES_SUCCESS
chr13	73302041	73330328	+	79866	BORA	233	6.28464917E-1	DAVIES_SUCCESS
chr13	73329539	73356344	-	22894	DIS3	180	5.9147494E-1	DAVIES_SUCCESS
chr13	73356229	73590591	+	10464	PIBF1	565	5.85507008E-1	DAVIES_SUCCESS
chr13	73629113	73651676	+	688	KLF5	296	7.9591166E-1	DAVIES_SUCCESS
chr13	74260148	74708394	-	11278	KLF12	1157	4.68967987E-1	DAVIES_SUCCESS
chr13	74993309	75009296	+	100874151	LINC00381	446	7.33494467E-1	DAVIES_SUCCESS
chr13	75126979	75131257	+	338864	LINC00347	271	8.1492357E-1	DAVIES_SUCCESS
chr13	75811888	75814517	-	647288	CTAGE11P	221	2.48126939E-1	DAVIES_SUCCESS
chr13	75858808	76056250	-	9882	TBC1D4	661	5.79570579E-1	DAVIES_SUCCESS
chr13	76099349	76111991	-	170622	COMMD6	271	6.59839914E-1	DAVIES_SUCCESS
chr13	76123615	76180156	+	7347	UCHL3	361	6.59259903E-1	DAVIES_SUCCESS
chr13	76194569	76434006	+	4008	LMO7	755	2.65629293E-1	DAVIES_SUCCESS
chr13	76445173	76457948	+	729420	C13orf45	330	2.13378647E-1	DAVIES_SUCCESS
chr13	77454303	77460540	-	115207	KCTD12	242	6.31380648E-1	DAVIES_SUCCESS
chr13	77502584	77503224	+	690	BTF3P11	189	7.1657995E-1	DAVIES_SUCCESS
chr13	77522693	77532776	+	730249	IRG1	176	9.1045279E-1	DAVIES_SUCCESS
chr13	77566058	77576652	+	1203	CLN5	146	9.78861667E-1	DAVIES_SUCCESS
chr13	77579388	77601331	-	26224	FBXL3	140	9.90110614E-1	DAVIES_SUCCESS
chr13	77618791	77901177	-	23077	MYCBP2	325	7.57835161E-1	DAVIES_SUCCESS
chr13	77649648	77661911	+	100874212	MYCBP2-AS1	65	9.47179556E-1	DAVIES_SUCCESS
chr13	78109808	78219398	+	8796	SCEL	389	7.3530873E-1	DAVIES_SUCCESS
chr13	78271988	78338377	+	122060	SLAIN1	324	7.04894744E-1	DAVIES_SUCCESS
chr13	78272146	78272251	-	100500861	MIR3665	187	7.81499904E-1	DAVIES_SUCCESS
chr13	78469615	78549664	-	1910	EDNRB	401	6.17355733E-1	DAVIES_SUCCESS
chr13	78493823	79191460	+	100874222	RNF219-AS1	1848	2.13270553E-1	DAVIES_SUCCESS
chr13	78587017	78627730	+	100874175	LINC00446	454	5.82472178E-1	DAVIES_SUCCESS
chr13	79173229	79177695	-	5457	POU4F1	176	3.93838606E-1	DAVIES_SUCCESS
chr13	79188420	79234700	-	79596	RNF219	224	3.39906606E-1	DAVIES_SUCCESS
chr13	79361453	79414185	-	100874126	LINC00331	242	3.06728331E-1	DAVIES_SUCCESS
chr13	79894099	79979923	-	64062	RBM26	365	9.18493549E-3	DAVIES_SUCCESS
chr13	79980443	79998468	+	100505538	RBM26-AS1	195	9.12254514E-3	DAVIES_SUCCESS
chr13	80051498	80055366	-	100874208	NDFIP2-AS1	103	1.03545183E-1	DAVIES_SUCCESS
chr13	80055258	80130212	+	54602	NDFIP2	171	1.45166315E-1	DAVIES_SUCCESS
chr13	80910111	80915086	-	10253	SPRY2	156	4.5735656E-1	DAVIES_SUCCESS
chr13	84451342	84456528	-	114798	SLITRK1	200	4.61517762E-1	DAVIES_SUCCESS
chr13	84714736	85180903	+	100874128	LINC00333	1157	2.44042481E-1	DAVIES_SUCCESS
chr13	85937737	86118797	+	100874137	LINC00351	612	8.99844926E-1	DAVIES_SUCCESS
chr13	86366921	86373483	-	84189	SLITRK6	543	1.5033665E-1	DAVIES_SUCCESS
chr13	88096241	88323218	-	642345	MIR4500HG	676	4.91298972E-2	DAVIES_SUCCESS
chr13	88270919	88270995	-	100616182	MIR4500	150	6.27440349E-2	DAVIES_SUCCESS
chr13	88324869	88331870	+	26050	SLITRK5	150	5.30960346E-3	DAVIES_SUCCESS
chr13	89193083	89197764	+	100874168	LINC00433	432	7.81275811E-1	DAVIES_SUCCESS
chr13	90201047	90216667	-	100874139	LINC00353	253	8.42169812E-1	DAVIES_SUCCESS
chr13	90712500	90771971	-	100874187	LINC00559	713	7.98362004E-1	DAVIES_SUCCESS
chr13	90883435	90883531	+	693207	MIR622	276	6.10205291E-1	DAVIES_SUCCESS
chr13	91543207	91578851	-	144776	LINC00410	401	9.78829365E-1	DAVIES_SUCCESS
chr13	91779866	91863952	-	100874150	LINC00379	300	2.8558917E-1	DAVIES_SUCCESS
chr13	92000073	92006829	+	407975	MIR17HG	181	6.0546258E-1	DAVIES_SUCCESS
chr13	92002858	92003645	+	406980	MIR19B1	173	6.30633233E-1	DAVIES_SUCCESS
chr13	92050934	93519487	+	2262	GPC5	3331	3.52869432E-1	DAVIES_SUCCESS
chr13	93353641	93373867	-	100873969	GPC5-AS1	264	5.3582617E-1	DAVIES_SUCCESS
chr13	93879077	95060273	+	10082	GPC6	2668	5.05394256E-1	DAVIES_SUCCESS
chr13	94470676	94510726	-	100873973	GPC6-AS2	252	6.37111027E-1	DAVIES_SUCCESS
chr13	95091840	95131936	-	1638	DCT	423	8.33019355E-1	DAVIES_SUCCESS
chr13	95226307	95248511	-	23483	TGDS	235	3.61889434E-1	DAVIES_SUCCESS
chr13	95254103	95286899	+	160897	GPR180	245	4.19173927E-1	DAVIES_SUCCESS
chr13	95361878	95364389	-	11166	SOX21	243	5.11409182E-1	DAVIES_SUCCESS
chr13	95672082	95953687	-	10257	ABCC4	1357	5.97733614E-1	DAVIES_SUCCESS
chr13	96085852	96232010	+	9071	CLDN10	717	1.13143176E-1	DAVIES_SUCCESS
chr13	96131697	96186164	-	100874194	CLDN10-AS1	509	7.17898113E-2	DAVIES_SUCCESS
chr13	96230455	96296960	-	22873	DZIP1	224	1.26488254E-1	DAVIES_SUCCESS
chr13	96329392	96447243	+	5611	DNAJC3	184	2.99715986E-1	DAVIES_SUCCESS
chr13	96453835	96705736	-	55757	UGGT2	404	1.62220488E-1	DAVIES_SUCCESS
chr13	96743092	97491816	+	266722	HS6ST3	1314	1.1713869E-1	DAVIES_SUCCESS
chr13	97593534	97636426	-	100887754	LINC00359	167	3.04252336E-1	DAVIES_SUCCESS
chr13	97637972	97646604	-	27199	OXGR1	112	3.55849637E-1	DAVIES_SUCCESS
chr13	97794089	98046374	+	10150	MBNL2	405	9.93710892E-2	DAVIES_SUCCESS
chr13	98086474	98120252	+	5911	RAP2A	67	5.23608462E-1	DAVIES_SUCCESS
chr13	98605928	98676550	+	3843	IPO5	177	5.01763417E-1	DAVIES_SUCCESS
chr13	98794815	99102023	+	10160	FARP1	1168	8.22494589E-1	DAVIES_SUCCESS
chr13	98828038	98829521	-	140432	RNF113B	256	9.01341713E-1	DAVIES_SUCCESS
chr13	98860777	98860854	+	100422881	MIR3170	244	8.04837018E-1	DAVIES_SUCCESS
chr13	99102454	99229396	-	8428	STK24	607	7.86371613E-1	DAVIES_SUCCESS
chr13	99336054	99404929	-	6564	SLC15A1	550	8.41238119E-1	DAVIES_SUCCESS
chr13	99445740	99738660	-	23348	DOCK9	1023	1.06985421E-1	DAVIES_SUCCESS
chr13	99848627	99853011	-	100289373	UBAC2-AS1	211	6.70182371E-4	DAVIES_SUCCESS
chr13	99852678	100038753	+	337867	UBAC2	590	6.99311483E-5	DAVIES_SUCCESS
chr13	99868261	100058554	-	100616144	MIR548AN	610	7.93841374E-5	DAVIES_SUCCESS
chr13	99906966	99910840	-	2841	GPR18	152	1.64248416E-4	DAVIES_SUCCESS
chr13	99946788	99959749	-	1880	GPR183	182	5.99450448E-5	DAVIES_SUCCESS
chr13	100003673	100004281	+	100131561	FKSG29	201	7.17528863E-5	DAVIES_SUCCESS
chr13	100008384	100008482	+	693208	MIR623	206	8.1397092E-5	DAVIES_SUCCESS
chr13	100153627	100216302	+	9375	TM9SF2	429	9.63163542E-2	DAVIES_SUCCESS
chr13	100258918	100549388	+	171425	CLYBL	913	1.44307147E-1	DAVIES_SUCCESS
chr13	100295312	100295403	+	100422861	MIR4306	201	9.10404452E-2	DAVIES_SUCCESS
chr13	100615274	100624178	-	85416	ZIC5	260	2.86258968E-1	DAVIES_SUCCESS
chr13	100634025	100639019	+	7546	ZIC2	241	4.85287669E-1	DAVIES_SUCCESS
chr13	100741268	101182691	+	5095	PCCA	892	3.80408139E-1	DAVIES_SUCCESS
chr13	101116690	101133269	-	100885777	PCCA-AS1	199	2.01820442E-1	DAVIES_SUCCESS
chr13	101182417	101241046	-	87769	GGACT	283	3.56288624E-1	DAVIES_SUCCESS
chr13	101256089	101327103	-	84899	TMTC4	348	6.380278E-1	DAVIES_SUCCESS
chr13	101360578	101711638	+	100885778	NALCN-AS1	1261	3.83902516E-2	DAVIES_SUCCESS
chr13	101706129	102068843	-	259232	NALCN	1317	2.18327087E-1	DAVIES_SUCCESS
chr13	102104943	102373207	+	9358	ITGBL1	902	8.80883678E-1	DAVIES_SUCCESS
chr13	102373204	103054124	-	2259	FGF14	1592	7.09042077E-1	DAVIES_SUCCESS
chr13	102619991	102620096	-	100616110	MIR2681	263	5.11083622E-1	DAVIES_SUCCESS
chr13	102698283	102698354	-	100616239	MIR4705	169	5.49944696E-1	DAVIES_SUCCESS
chr13	102944669	103046869	-	283480	FGF14-IT1	296	4.76096497E-1	DAVIES_SUCCESS
